,mbti,character,movie_name,release_year,genre,revenue,score,metascore
2304,ISFJ,Superman / Clark Kent,Superman,1952.0,"Action, Adventure, Crime",,7.7,
2320,ISTJ,Non,Superman,1952.0,"Action, Adventure, Crime",,7.7,
2312,ISTP,Ursa,Superman,1952.0,"Action, Adventure, Crime",,7.7,
2518,ENTP,Pastor Park Ung-Jae,Svaha: The Sixth Finger,2019.0,"Horror, Mystery, Thriller",,6.2,
2520,INFJ,Jeong Na-Han,Svaha: The Sixth Finger,2019.0,"Horror, Mystery, Thriller",,6.2,
2519,ISFP,Geum-Hwa,Svaha: The Sixth Finger,2019.0,"Horror, Mystery, Thriller",,6.2,
2167,ESTP,Lance Black,Swiped,2018.0,"Comedy, Romance",,3.5,
2169,INTP,James Singer,Swiped,2018.0,"Comedy, Romance",,3.5,
2168,ISTJ,Hannah,Swiped,2018.0,"Comedy, Romance",,3.5,
590,ENTJ,Stuart,Taken,2017.0,"Action, Drama, Thriller",,6.6,
586,ESFP,Kim Mills,Taken,2017.0,"Action, Drama, Thriller",,6.6,
588,ESFP,Amanda,Taken,2017.0,"Action, Drama, Thriller",,6.6,
592,ISTJ,Bryan Mills,Taken,2017.0,"Action, Drama, Thriller",,6.6,
500,ENFP,Jane Porter,Tarzan,1999.0,"Action, Adventure, Family",,7.4,
501,ENTJ,William Clayton,Tarzan,1999.0,"Action, Adventure, Family",,7.4,
499,ESTP,Terk,Tarzan,1999.0,"Action, Adventure, Family",,7.4,
505,INTP,Professor Archimedes Porter,Tarzan,1999.0,"Action, Adventure, Family",,7.4,
503,ISFJ,Kala,Tarzan,1999.0,"Action, Adventure, Family",,7.4,
502,ISFP,Tarzan,Tarzan,1999.0,"Action, Adventure, Family",,7.4,
504,ISTJ,Kerchak,Tarzan,1999.0,"Action, Adventure, Family",,7.4,
2388,ESTJ,Hana,Taxi,1931.0,"Crime, Drama, Romance",,6.7,
2390,ISFJ,Jafar Panahi,Taxi,1931.0,"Crime, Drama, Romance",,6.7,
1213,ENFP,Brady,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
1214,ENFP,Giggles,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
1215,ENFP,Alyssa,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
1216,ENTJ,Les Camembert,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
1208,ESFJ,Lela,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
1209,ESFJ,Big Momma,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
1206,ESFP,Cheechee,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
1207,ESFP,Devon,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
1211,ESTJ,Seacat,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
1212,ESTJ,Aunt Antoinette,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
1210,ESTP,Butchy,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
1220,INFP,Rascal,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
1221,INFP,Dr. Fusion,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
1222,INFP,Big Poppa,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
1217,ISFJ,Struts,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
1218,ISTJ,Mckenzie,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
1219,ISTJ,Spencer,Teen Beach Movie,2013.0,"Family, Fantasy, Musical",,5.9,
2081,ENTJ,Damian Wayne (2019),Teenage Mutant Ninja Turtles,1989.0,"Action, Adventure, Sci-Fi",,7.4,
2080,ESTP,April O'Neil ( Megan Fox 2016),Teenage Mutant Ninja Turtles,1989.0,"Action, Adventure, Sci-Fi",,7.4,
2087,INTJ,Batman ( 2019 ),Teenage Mutant Ninja Turtles,1989.0,"Action, Adventure, Sci-Fi",,7.4,
2082,ISFP,Casey Jones ( Stephen Amell 2016),Teenage Mutant Ninja Turtles,1989.0,"Action, Adventure, Sci-Fi",,7.4,
2083,ISFP,Lord Norinaga (1993),Teenage Mutant Ninja Turtles,1989.0,"Action, Adventure, Sci-Fi",,7.4,
2084,ISFP,Bernadette Thompson ( Whoopi Goldberg 2014),Teenage Mutant Ninja Turtles,1989.0,"Action, Adventure, Sci-Fi",,7.4,
2085,ISFP,"Vern ""The Falcon"" Fenwick (2016)",Teenage Mutant Ninja Turtles,1989.0,"Action, Adventure, Sci-Fi",,7.4,
2086,ISFP,Eric Sacks (2014),Teenage Mutant Ninja Turtles,1989.0,"Action, Adventure, Sci-Fi",,7.4,
690,ENFP,Jean Markham,Tell It To The Bees,2018.0,"Drama, Romance",,6.1,50.0
691,ISFJ,Lydia Weekes,Tell It To The Bees,2018.0,"Drama, Romance",,6.1,50.0
1657,ENTP,Art The Clown,Terrifier,2011.0,"Short, Horror",,7.0,
1656,ESFP,Dawn,Terrifier,2011.0,"Short, Horror",,7.0,
746,ENTP,Thomas Edison,Tesla,2020.0,"Biography, Drama",,5.0,67.0
747,INTJ,Nikola Tesla,Tesla,2020.0,"Biography, Drama",,5.0,67.0
570,ENTP,Uncle Fester Addams,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
572,ENTP,Grandmama Addams,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
562,ESFJ,Gomez Addams,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
564,ESFJ,Amanda Buckman,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
556,ESFP,Gary Granger,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
558,ESFP,Becky Martin-Granger,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
560,ESFP,Cousin It,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
566,ESTJ,Debbie Jellinsky,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
568,ESTJ,Abigail Craven (Dr. Pinder-Schloss),The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
580,INFJ,Morticia Addams,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
582,INFJ,Tully Alford,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
578,INFP,Joel Glicker,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
584,INTJ,Wednesday Addams,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
574,ISFP,Pugsley Addams,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
576,ISTJ,Lurch,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
789,INFP,Anthropology Student,The Addiction,1995.0,"Drama, Horror",302393.0,6.5,
791,INTJ,Peina,The Addiction,1995.0,"Drama, Horror",302393.0,6.5,
790,INTP,Kathleen Conklin,The Addiction,1995.0,"Drama, Horror",302393.0,6.5,
787,ISFJ,Jean,The Addiction,1995.0,"Drama, Horror",302393.0,6.5,
788,ISTJ,Professor,The Addiction,1995.0,"Drama, Horror",302393.0,6.5,
2644,INTP,The Mysterious Stranger,The Adventures Of Mark Twain,1985.0,"Animation, Adventure, Family",849915.0,7.4,
605,ENFJ,Gwen Stacy,The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
604,ESTJ,Captain Stacy,The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
609,INFP,"Harry Osborn ""Green Goblin""",The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
612,INTJ,"Curt Connors ""The Lizard""",The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
613,INTJ,Richard Parker,The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
610,INTP,Felicia Hardy,The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
611,INTP,Donald Menken,The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
606,ISFJ,"Max Dillon ""Electro""",The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
607,ISFJ,Ben Parker,The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
608,ISTP,"Peter Parker ""Spider-Man""",The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
1367,ENFJ,Hova,The Ant Bully,2006.0,Adventure,,5.9,
1366,ENFP,Grandma,The Ant Bully,2006.0,Adventure,,5.9,
1365,ESFP,Fugax,The Ant Bully,2006.0,Adventure,,5.9,
1368,INFJ,The Queen Ant,The Ant Bully,2006.0,Adventure,,5.9,
1370,INTJ,Zoc,The Ant Bully,2006.0,Adventure,,5.9,
1369,INTP,Lucas Nickle,The Ant Bully,2006.0,Adventure,,5.9,
1131,ENFJ,Melanie,The Babysitter,1995.0,"Drama, Thriller",,4.3,
1143,ENTJ,Bee,The Babysitter,1995.0,"Drama, Thriller",,4.3,
1135,ENTP,Phoebe,The Babysitter,1995.0,"Drama, Thriller",,4.3,
1139,ENTP,John,The Babysitter,1995.0,"Drama, Thriller",,4.3,
1119,ESFP,Jimmy,The Babysitter,1995.0,"Drama, Thriller",,4.3,
1123,ESFP,Diego,The Babysitter,1995.0,"Drama, Thriller",,4.3,
1127,ESTP,Juan,The Babysitter,1995.0,"Drama, Thriller",,4.3,
1155,INTJ,Sonya,The Babysitter,1995.0,"Drama, Thriller",,4.3,
1151,INTP,Cole Johnson,The Babysitter,1995.0,"Drama, Thriller",,4.3,
1147,ISTP,Boom Boom,The Babysitter,1995.0,"Drama, Thriller",,4.3,
2638,INFP,Jacques Mayol,The Big Blue,1988.0,Drama,,6.8,
2569,ISFJ,Anna Montgomery,The Big Green,1995.0,"Comedy, Family, Sport",17725500.0,5.6,
2567,ISFP,Kate Douglas,The Big Green,1995.0,"Comedy, Family, Sport",17725500.0,5.6,
2568,ISFP,Juan Morales,The Big Green,1995.0,"Comedy, Family, Sport",17725500.0,5.6,
433,ENTP,Mario,The Blue Shell Incident,2019.0,"Short, Action, Comedy",,9.8,
430,ESFJ,Toad,The Blue Shell Incident,2019.0,"Short, Action, Comedy",,9.8,
431,ESTP,Wario,The Blue Shell Incident,2019.0,"Short, Action, Comedy",,9.8,
432,ESTP,Duck,The Blue Shell Incident,2019.0,"Short, Action, Comedy",,9.8,
435,INTP,Garfield (Lasagna Ocelot),The Blue Shell Incident,2019.0,"Short, Action, Comedy",,9.8,
434,ISFP,Luigi (Green Mario),The Blue Shell Incident,2019.0,"Short, Action, Comedy",,9.8,
2474,ENFJ,Greta Evans,The Boy,2015.0,"Drama, Horror, Thriller",,5.5,45.0
2475,ENTJ,Cole,The Boy,2015.0,"Drama, Horror, Thriller",,5.5,45.0
2477,INFJ,Brahms Heelshire,The Boy,2015.0,"Drama, Horror, Thriller",,5.5,45.0
2478,INFJ,Mrs. Heelshire,The Boy,2015.0,"Drama, Horror, Thriller",,5.5,45.0
2476,ISFJ,Malcolm,The Boy,2015.0,"Drama, Horror, Thriller",,5.5,45.0
979,ENFP,Emory,The Boys In The Band,2020.0,Drama,,6.8,70.0
978,ESFP,Larry,The Boys In The Band,2020.0,Drama,,6.8,70.0
984,INFJ,Bernard,The Boys In The Band,2020.0,Drama,,6.8,70.0
985,INTJ,Harold,The Boys In The Band,2020.0,Drama,,6.8,70.0
981,ISFJ,Hank,The Boys In The Band,2020.0,Drama,,6.8,70.0
980,ISFP,Cowboy,The Boys In The Band,2020.0,Drama,,6.8,70.0
982,ISTJ,Michael,The Boys In The Band,2020.0,Drama,,6.8,70.0
983,ISTJ,Alan,The Boys In The Band,2020.0,Drama,,6.8,70.0
2561,ISFP,Nick,The Broken Hearts Gallery,2020.0,"Comedy, Romance",,6.6,57.0
2562,ISTP,Nadine,The Broken Hearts Gallery,2020.0,"Comedy, Romance",,6.6,57.0
374,ESFP,Alan Stonebridge,The Bromley Boys,2018.0,Comedy,,6.8,40.0
375,ISTJ,Dave Roberts,The Bromley Boys,2018.0,Comedy,,6.8,40.0
523,ESTP,Young-Sook,The Call,2020.0,Horror,,7.3,
524,ISFJ,Seo-Yeon,The Call,2020.0,Horror,,7.3,
184,ENTP,The Cat In The Hat,The Cat In The Hat,2003.0,"Action, Adventure, Comedy",,4.5,
180,ESFJ,Joan Walden,The Cat In The Hat,2003.0,"Action, Adventure, Comedy",,4.5,
179,ESFP,Conrad Walden,The Cat In The Hat,2003.0,"Action, Adventure, Comedy",,4.5,
182,ESTJ,Sally Walden,The Cat In The Hat,2003.0,"Action, Adventure, Comedy",,4.5,
183,ESTJ,Mr. Humberfloob,The Cat In The Hat,2003.0,"Action, Adventure, Comedy",,4.5,
181,ESTP,Larry Quinn,The Cat In The Hat,2003.0,"Action, Adventure, Comedy",,4.5,
185,ISTJ,Mrs. Kwan,The Cat In The Hat,2003.0,"Action, Adventure, Comedy",,4.5,
2142,ENFJ,Chanel Simmons,The Cheetah Girls,2004.0,"Short, Comedy, Family",,4.9,
2141,ENFP,Dorinda Thomas,The Cheetah Girls,2004.0,"Short, Comedy, Family",,4.9,
2140,ESTJ,Galleria Garibaldi,The Cheetah Girls,2004.0,"Short, Comedy, Family",,4.9,
2139,ESTP,Aqua Walker,The Cheetah Girls,2004.0,"Short, Comedy, Family",,4.9,
784,ISFJ,Mae Holland,The Circle,2017.0,"Drama, Horror, Thriller",,4.9,
994,ENFP,Layne Abeley,The Clique,2008.0,"Comedy, Drama, Family",,5.1,
996,ENFP,Dylan Marvil,The Clique,2008.0,"Comedy, Drama, Family",,5.1,
1000,ENTJ,Massie Block,The Clique,2008.0,"Comedy, Drama, Family",,5.1,
998,ENTP,Kristen Gregory,The Clique,2008.0,"Comedy, Drama, Family",,5.1,
990,ESFP,Alicia Rivera,The Clique,2008.0,"Comedy, Drama, Family",,5.1,
992,ESFP,Shelby,The Clique,2008.0,"Comedy, Drama, Family",,5.1,
2589,ISFJ,Erik,The Cure,1995.0,Drama,2568429.0,7.7,
2592,ISTP,Dexter,The Cure,1995.0,Drama,2568429.0,7.7,
2040,ENFJ,Kim Jeong-Ah,The Drug King,2018.0,"Action, Crime, Drama",,6.1,
2039,ESFJ,Lee Doo-Sam,The Drug King,2018.0,"Action, Crime, Drama",,6.1,
2041,INFP,Kim Soon-Pyung,The Drug King,2018.0,"Action, Crime, Drama",,6.1,
170,ENFJ,Chicha,The Emperor'S New Groove,2000.0,"Animation, Adventure",,7.6,
171,ENFJ,Malina,The Emperor'S New Groove,2000.0,"Animation, Adventure",,7.6,
169,ENFP,Tipo,The Emperor'S New Groove,2000.0,"Animation, Adventure",,7.6,
173,ENTJ,Yzma,The Emperor'S New Groove,2000.0,"Animation, Adventure",,7.6,
172,ENTP,Kuzco,The Emperor'S New Groove,2000.0,"Animation, Adventure",,7.6,
168,ESFJ,Kronk,The Emperor'S New Groove,2000.0,"Animation, Adventure",,7.6,
167,ESFP,Chaca,The Emperor'S New Groove,2000.0,"Animation, Adventure",,7.6,
174,ISFJ,Pacha,The Emperor'S New Groove,2000.0,"Animation, Adventure",,7.6,
2176,ESTP,Kayla Pierce,The F**K-It List,2020.0,Comedy,,5.1,
2177,ISFP,Brett Blackmore,The F**K-It List,2020.0,Comedy,,5.1,
2627,INFP,Roy Walker,The Fall,1999.0,Thriller,,4.8,
2629,INFP,Alexandria,The Fall,1999.0,Thriller,,4.8,
492,ENFP,Tego Leo,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
494,ENTJ,Luke Hobbs,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
495,ENTJ,Mr. Nobody,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
493,ENTP,Agent Locke,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
481,ESFJ,Dom Toretto,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
478,ESFP,Roman Pearce,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
479,ESFP,Firuz,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
480,ESFP,Marshal Dinkley,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
489,ESTJ,Carter Verone,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
490,ESTJ,Hernan Reyes,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
491,ESTJ,Mose Jakande,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
482,ESTP,Letty Ortiz,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
483,ESTP,Vince,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
484,ESTP,Owen Shaw,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
485,ESTP,Connor Rhodes,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
486,ESTP,Klaus,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
487,ESTP,Korpi,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
488,ESTP,Tsoi,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
519,INFJ,Elena Neves,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
521,INTJ,Ramsey,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
522,INTJ,Cipher,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
523,INTJ,Arturo Braga,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
520,INTP,Tej Parker,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
503,ISFJ,Mia Toretto,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
496,ISFP,Brian O'Connor,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
497,ISFP,Han Seoul-Oh,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
498,ISFP,Rico Santos,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
499,ISFP,Suki,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
500,ISFP,Jimmy,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
501,ISFP,Neela,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
502,ISFP,Eric Reisner,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
515,ISTJ,Johnny Tran,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
516,ISTJ,Kara,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
517,ISTJ,Ivory,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
518,ISTJ,Riley Hicks,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
504,ISTP,Deckard Shaw,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
505,ISTP,Gisele Yashar,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
506,ISTP,Sean Boswell,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
507,ISTP,Hattie Shaw,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
508,ISTP,Takashi,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
509,ISTP,Kiet,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
510,ISTP,Vegh,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
511,ISTP,Fenix Calderon,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
512,ISTP,Adolfson,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
513,ISTP,Jah,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
514,ISTP,Leon,The Fast And The Furious,1954.0,"Crime, Drama, Mystery",250000.0,5.4,
229,ENFJ,Eiko,The Forest Of Love,2019.0,"Crime, Drama, Horror",,6.4,
230,ENTP,Joe Murata,The Forest Of Love,2019.0,"Crime, Drama, Horror",,6.4,
227,ESFP,Ami Ozawa,The Forest Of Love,2019.0,"Crime, Drama, Horror",,6.4,
228,ESTJ,Shigeru Ozawa,The Forest Of Love,2019.0,"Crime, Drama, Horror",,6.4,
233,ISFJ,Mitsuko Ozawa,The Forest Of Love,2019.0,"Crime, Drama, Horror",,6.4,
231,ISFP,Taeko Mizushima,The Forest Of Love,2019.0,"Crime, Drama, Horror",,6.4,
232,ISFP,Shin,The Forest Of Love,2019.0,"Crime, Drama, Horror",,6.4,
2609,INFP,Rachel Watson,The Girl On The Train,2014.0,"Action, Thriller",9573000.0,4.3,
2608,ISTP,Megan,The Girl On The Train,2014.0,"Action, Thriller",9573000.0,4.3,
518,ENFJ,Marisa Coulter,The Golden Compass,2007.0,Fantasy,,6.0,
520,ENTJ,Billy Costa,The Golden Compass,2007.0,Fantasy,,6.0,
519,ENTP,Lord Asriel,The Golden Compass,2007.0,Fantasy,,6.0,
516,ESTP,Lyra Belacqua,The Golden Compass,2007.0,Fantasy,,6.0,
517,ESTP,Iorek Byrnison,The Golden Compass,2007.0,Fantasy,,6.0,
521,INFJ,Serafina Pekkala,The Golden Compass,2007.0,Fantasy,,6.0,
522,INTJ,Lee Scoresby,The Golden Compass,2007.0,Fantasy,,6.0,
439,ENFJ,Tauriel,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
438,ENFP,Bofur,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
441,ENTJ,Thranduil,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
440,ENTP,Bombur,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
428,ESFJ,Dori,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
429,ESFJ,Hilda Bianca,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
426,ESFP,Kili,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
427,ESFP,Master Of Laketown,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
433,ESTJ,Azog,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
434,ESTJ,Dwalin,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
435,ESTJ,Dáin Ii Ironfoot,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
436,ESTJ,Thror,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
437,ESTJ,Lobelia Sackville-Baggins,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
430,ESTP,Fili,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
431,ESTP,Goblin King,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
432,ESTP,Alfrid,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
456,INFJ,Balin,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
455,INFP,Radagast,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
457,INTP,Smaug,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
443,ISFJ,Bilbo Baggins,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
444,ISFJ,Oin,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
445,ISFJ,Sigrid,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
446,ISFJ,Tilda,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
447,ISFJ,Thrain,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
442,ISFP,Ori,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
452,ISTJ,Thorin Oakenshield,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
453,ISTJ,Gloin,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
454,ISTJ,Bain,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
448,ISTP,Bard,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
449,ISTP,Beorn,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
450,ISTP,Nori,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
451,ISTP,Bifur,The Hobbit,1966.0,"Animation, Short, Fantasy",,4.5,
2133,ESTP,Nadja,The Hunt,2006.0,"Horror, Sci-Fi, Thriller",,4.7,
2138,INFJ,Lucas,The Hunt,2006.0,"Horror, Sci-Fi, Thriller",,4.7,
2137,INFP,Klara,The Hunt,2006.0,"Horror, Sci-Fi, Thriller",,4.7,
2136,ISFJ,Grethe,The Hunt,2006.0,"Horror, Sci-Fi, Thriller",,4.7,
2134,ISFP,Marcus,The Hunt,2006.0,"Horror, Sci-Fi, Thriller",,4.7,
2135,ISFP,Theo,The Hunt,2006.0,"Horror, Sci-Fi, Thriller",,4.7,
186,ENFJ,Winston Deavor,The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
183,ENFP,"Buddy Pine ""Syndrome""",The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
184,ENFP,Jack-Jack Parr,The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
185,ENFP,"Karen ""Voyd""",The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
187,ENTJ,"Edna Marie ""E"" Mode",The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
177,ESFP,"Bob Parr ""Mr. Incredible""",The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
178,ESFP,Kari,The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
181,ESTJ,"Helen Parr ""Elastigirl""",The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
182,ESTJ,The Underminer,The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
179,ESTP,Dash Parr,The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
180,ESTP,"Lucius Best ""Frozone""",The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
193,INFP,Violet Parr,The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
194,INTJ,Evelyn Deavor,The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
189,ISFJ,Tony Rydinger,The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
190,ISFJ,"Simon J. Paladino ""Gazerbeam""",The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
188,ISFP,Bomb Voyage,The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
191,ISTJ,Rick Dicker,The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
192,ISTJ,Gilbert Huph,The Incredibles,2004.0,"Animation, Action, Adventure",,7.4,
1780,ENTJ,Montgomery,The Informer,1929.0,Drama,,7.0,
1778,ESFP,Sofia,The Informer,1929.0,Drama,,7.0,
1779,ESTP,Grens,The Informer,1929.0,Drama,,7.0,
1782,INTJ,Klimek 'The General',The Informer,1929.0,Drama,,7.0,
1781,ISTP,Pete Koslow,The Informer,1929.0,Drama,,7.0,
420,ENTP,Yue,The Last Airbender,2010.0,"Action, Adventure",,5.0,
418,ESFJ,Zhao,The Last Airbender,2010.0,"Action, Adventure",,5.0,
419,ESTJ,Iroh,The Last Airbender,2010.0,"Action, Adventure",,5.0,
421,INFP,Firelord Ozai,The Last Airbender,2010.0,"Action, Adventure",,5.0,
2484,ENFJ,Richard Hall,The Lodge,2016.0,Family,,6.0,
2485,ISFP,Grace Marshall,The Lodge,2016.0,Family,,6.0,
