,mbti,character,movie_name,release_year
18052,INTJ,Paul Finch,American Pie,
18053,INTJ,Black Manta,Dc Extended Universe,
18054,INTJ,Doctor Sivana,Dc Extended Universe,
18055,INTJ,Lynn,Bad Genius,
18056,INTJ,Seok-Woo,Train To Busan,2016.0
18057,INTJ,Ernst Stavro Blofeld / Franz Oberhauser,James Bond,
18058,INTJ,Wicked Witch Of The West,The Wizard Of Oz,1939.0
18059,INTJ,Lady Izumi Hideko,The Handmaiden,2016.0
18060,INTJ,Debbie Ocean,Ocean'S 8,2018.0
18061,INTJ,Adelaide Wilson,Us,2019.0
18062,INTJ,Kevin Lomax,The Devil'S Advocate,1997.0
18063,INTJ,Monkey,Kubo And The Two Strings,2016.0
18064,INTJ,Juror #11,12 Angry Men,1957.0
18065,INTJ,Lucy (Post Drug),Lucy,2014.0
18066,INTJ,Solomon Lane,Mission: Impossible,
18067,INTJ,Jafar,Aladdin,2019.0
18068,INTJ,Grimmel,How To Train Your Dragon,
18069,INTJ,Jareth,Labyrinth,1986.0
18070,INTJ,Count Rugen,The Princess Bride,1987.0
18071,INTJ,Ellen Taper-Leigh,Hereditary,2018.0
18072,INTJ,Dylan Rhodes,Now You See Me,
18073,INTJ,Claudia,Interview With The Vampire,1994.0
18074,INTJ,Lucifer,Cinderella,1950.0
18075,INTJ,The Cave Of Wonders,Aladdin,1992.0
18076,INTJ,Dryden Vos,Star Wars,
18078,INTJ,Ava Paige,Maze Runner,
18079,INTJ,Hugh Glass,The Revenant,2015.0
18080,INTJ,Maude Lebowski,The Big Lebowski,1998.0
18081,INTJ,Alien Queen,Alien,
18082,INTJ,Anna Poliatova,Anna,2019.0
18083,INTJ,Edward Teague,Pirates Of The Caribbean,
18084,INTJ,Merlin,Kingsman,
18085,INTJ,Glen Coco,Mean Girls,2004.0
18086,INTJ,"Curt Connors ""The Lizard""",The Amazing Spider-Man,2012.0
18088,INTJ,Caius,Twilight,
18089,INTJ,Katherine G. Johnson,Hidden Figures,2016.0
18090,INTJ,Irina Spalko,Indiana Jones,
18091,INTJ,Howard Clifford,Pokémon: Detective Pikachu,2019.0
18092,INTJ,Ernst Stavro Blofeld (Donald Pleasence),James Bond,
18093,INTJ,Armand,Interview With The Vampire,1994.0
18094,INTJ,Alejandro Sosa,Scarface,1983.0
18095,INTJ,Howard Hughes,The Aviator,
18096,INTJ,John Preston,Equilibrium,2002.0
18097,INTJ,Mr. Alexander,A Clockwork Orange,1971.0
18098,INTJ,Scar,The Lion King,2019.0
18099,INTJ,Sam 'Ace' Rothstein,Casino,1995.0
18100,INTJ,Professor Abraham Van Helsing,Bram Stoker'S Dracula,1992.0
18101,INTJ,Lena,Annihilation,2018.0
18102,INTJ,Jack,The House That Jack Built,2018.0
18103,INTJ,India Stoker,Stoker,2013.0
18104,INTJ,Xerxes,300,
18105,INTJ,Yusuf Kama,Fantastic Beasts,
18106,INTJ,Niki Lauda,Rush,2013.0
18108,INTJ,Dr. Julius No,James Bond,
18109,INTJ,Supreme Intelligence,Marvel Cinematic Universe,
18110,INTJ,Virgil Sollozzo,The Godfather,
18111,INTJ,Caterpillar,Alice In Wonderland,2010.0
18112,INTJ,Dr. Howard Mierzwiak,Eternal Sunshine Of The Spotless Mind,2004.0
18113,INTJ,Pink,Pink Floyd: The Wall,
18114,INTJ,Enoch O'Connor,Miss Peregrine'S Home For Peculiar Children,2016.0
18115,INTJ,Red,Us,2019.0
18116,INTJ,Janson,Maze Runner,
18118,INTJ,"Vincent Anton Freeman ""Jerome""",Gattaca,1997.0
18119,INTJ,El Indio,The Dollars Trilogy,
18120,INTJ,Peter Van Houten,The Fault In Our Stars,2014.0
18121,INTJ,Clyde Shelton,Law Abiding Citizen,2009.0
18122,INTJ,Mewtwo,Pokémon: Detective Pikachu,2019.0
18123,INTJ,Dominika Egorova,Red Sparrow,2018.0
18124,INTJ,The Thing,The Thing,1982.0
18125,INTJ,Douglas Quaid / Hauser,Total Recall,1990.0
18126,INTJ,Indominus Rex,Jurassic Park / Jurassic World,
18127,INTJ,Bernadette Fox,"Where’D You Go, Bernadette",2019.0
18128,INTJ,Kobayashi,The Usual Suspects,1995.0
18130,INTJ,Peter Weyland,Alien,
18131,INTJ,Dormammu,Dr. Strange,1978.0
18132,INTJ,Sir Bedivere,Monty Python And The Holy Grail,1979.0
18133,INTJ,Clear Rivers,Final Destination,2000.0
18134,INTJ,Ramsey,The Fast And The Furious,
18135,INTJ,Tom,The Fountain,2006.0
18136,INTJ,Ben Rickert,The Big Short,2015.0
18140,INTJ,Jef Costello,Le Samouraï,
18142,INTJ,Hanna,Hanna,2011.0
18143,INTJ,"Bruce Wayne ""Batman""",Batman,1966.0
18144,INTJ,Pinhead,Hellraiser,
18145,INTJ,Lama Su,Star Wars,
18146,INTJ,Stephen Miles,Inception,2010.0
18148,INTJ,Eiji,Sword Art Online The Movie: Ordinal Scale,2017.0
18149,INTJ,Forrest Bondurant,Lawless,2012.0
18150,INTJ,Peter Tezla,Hot Wheels World Race / Acceleracers,
18151,INTJ,Erika Kohut,The Piano Teacher,2001.0
18152,INTJ,Kurt Hendricks,Mission: Impossible,
18153,INTJ,Cameron Alexander,American History X,1998.0
18154,INTJ,Elizabeth Sloane,Miss Sloane,
18155,INTJ,Charles Meriwether (Chubs),The Darkest Minds,2018.0
18156,INTJ,Loner Leader,The Lobster,2015.0
18157,INTJ,"Madeline ""Ma-Ma"" Madrigal",Dredd,2012.0
18158,INTJ,Mother,I Am Mother,2019.0
18159,INTJ,Shuuya Watanabe,Confessions,2010.0
18160,INTJ,Detective Seo Tae-Yoon,Memories Of Murder,2003.0
18162,INTJ,Nova,Alita: Battle Angel,2019.0
18163,INTJ,Dr. Cockroach,Monsters Vs. Aliens,
18164,INTJ,Victoria Vinceguerra,The Man From U.N.C.L.E.,2015.0
18165,INTJ,Clear Rivers,Final Destination 2,2003.0
18167,INTJ,Wadsworth,Clue,1985.0
18170,INTJ,Harold,The Boys In The Band,
18174,INTJ,Fitzwilliam Darcy,Pride And Prejudice And Zombies,2016.0
18175,INTJ,Doctor Cornelius,The Chronicles Of Narnia,
18176,INTJ,Rasputin,Hellboy,2004.0
18178,INTJ,Sentinel Prime,Transformers,
18179,INTJ,"Don Diego De La Vega ""Zorro""",The Mask Of Zorro,1998.0
18181,INTJ,Doris,Meet The Robinsons,2007.0
18182,INTJ,Madame Blanc,Suspiria,2018.0
18184,INTJ,Dr. Josef Heiter,The Human Centipede,
18185,INTJ,Harry Lime,The Third Man,1949.0
18186,INTJ,Ben Campbell,21,2008.0
18189,INTJ,Charity Le Domas,Ready Or Not,2019.0
18190,INTJ,Dick Cheney,Vice,
18191,INTJ,E. Edward Grey,Secretary,
18192,INTJ,Harry,Love Actually,2003.0
18193,INTJ,Bill Parrish,Meet Joe Black,1998.0
18194,INTJ,Mr. White,James Bond,
18195,INTJ,Agent 47 (2007),Hitman,
18196,INTJ,Agent L / Laurel Weaver,Men In Black,
18198,INTJ,The Cowboy,Mulholland Drive,2001.0
18199,INTJ,Professor Z,Cars,
18200,INTJ,Christopher Johnson,District 9,2009.0
18204,INTJ,Ivan Ivanovitch Sakharine,The Adventures Of Tintin,2011.0
18206,INTJ,Cipher,The Fast And The Furious,
18209,INTJ,Eva,Madagascar,
18211,INTJ,Hannibal Lecter,Red Dragon,2002.0
18212,INTJ,Salma,Paranorman,2012.0
18213,INTJ,Harding,One Flew Over The Cuckoo'S Nest,1975.0
18214,INTJ,Subway Ghost,Ghost,1990.0
18215,INTJ,Josephine Chesterfield,The Hustle,2019.0
18219,INTJ,Saladin,Kingdom Of Heaven,2005.0
18220,INTJ,"Victor Von Doom ""Doctor Doom""",Fantastic Four,2015.0
18222,INTJ,Egon Olsen,Olsen Banden,
18226,INTJ,Millicent Clyde,Paddington,2014.0
18227,INTJ,Francis,Oliver & Company,1988.0
18228,INTJ,Devlin,Notorious,1946.0
18229,INTJ,James Lake,About Time,2013.0
18231,INTJ,Nuada Silverlance,Hellboy 2: The Golden Army,2008.0
18232,INTJ,Bill Randa,Kong: Skull Island,2017.0
18233,INTJ,Mary Anning,Ammonite,
18234,INTJ,Sonya,The Babysitter,
18235,INTJ,Vuk,X-Men Cinematic Universe,
18236,INTJ,"Terminator ""Carl"" (T-800)",Terminator,
18237,INTJ,Bruce Wayne / Batman,Batman Forever,1995.0
18240,INTJ,Ernst Stavro Blofeld (Telly Savalas),James Bond,
18241,INTJ,Travis,Zootopia,2016.0
18242,INTJ,Killian,Spies In Disguise,2020.0
18243,INTJ,Nicholas Van Orton,The Game,1997.0
18244,INTJ,Dominic Cummings,Brexit: The Uncivil War,2019.0
18245,INTJ,G. H. Hardy,The Man Who Knew Infinity,2015.0
18246,INTJ,Chief Atlee,Mission: Impossible,
18247,INTJ,Alpha,Up,2009.0
18248,INTJ,Steven Merrick,The Old Guard,2020.0
18249,INTJ,Shatter,Bumblebee,2018.0
18250,INTJ,John Reid,Bohemian Rhapsody,2018.0
18251,INTJ,Alex Fielding,Twitches,2005.0
18252,INTJ,Batman,Justice League : Doom,
18253,INTJ,Marko Ramius,The Hunt For Red October,1990.0
18254,INTJ,Arthur Tressler,Now You See Me,
18255,INTJ,Ben,Night Of The Living Dead,1968.0
18256,INTJ,Morgana,The Little Mermaid,1989.0
18257,INTJ,Yuko Moriguchi,Confessions,2010.0
18258,INTJ,Magua,The Last Of The Mohicans,1992.0
18260,INTJ,Teiji Matsuda,Earthquake Bird,2019.0
18261,INTJ,Tiberius Gracchus,Gladiator,2000.0
18262,INTJ,Koike,Love Exposure,2008.0
18263,INTJ,Eron Keen,Upgrade,2018.0
18264,INTJ,Claire Phelps,Mission: Impossible,
18265,INTJ,The Mage,King Arthur: Legend Of The Sword,2017.0
18266,INTJ,Takako Chigusa,Battle Royale,
18267,INTJ,Toshiaki,Frankenweenie,2012.0
18268,INTJ,Asami Yamazaki,Audition,1999.0
18269,INTJ,Guy Haines,Strangers On A Train,1951.0
18270,INTJ,Judge Doom,Who Framed Roger Rabbit,
18271,INTJ,Ada Wong,Resident Evil,
18272,INTJ,Balrog (Valaraukar) Of Morgoth / Durin'S Bane,The Lord Of The Rings,
18273,INTJ,Elliot,Flight Of The Phoenix,2004.0
18274,INTJ,Aidan Keller,The Ring,2002.0
18275,INTJ,Rangga,What'S Up With Love?,2002.0
18276,INTJ,Pink'S Wife,Pink Floyd: The Wall,
18277,INTJ,R. L. Stine,Goosebumps,2015.0
18278,INTJ,Gozer The Gozerian,Ghostbusters,1984.0
18279,INTJ,Queen Elizabeth I,Mary Queen Of Scots,2018.0
18280,INTJ,Leilah,Bright,2017.0
18281,INTJ,Bruce Wayne / Batman,Batman & Robin,1997.0
18282,INTJ,Samir Nagheenanajar,Office Space,1999.0
18283,INTJ,Tortoise John,Rango,
18284,INTJ,Julius Benedict,Twins,1988.0
18285,INTJ,Stem,Upgrade,2018.0
18286,INTJ,Anri (Number 7),12 Suicidal Teens,2019.0
18287,INTJ,Athena,Hercules,1997.0
18288,INTJ,Micky Rosa,21,2008.0
18289,INTJ,Elizabeth Sinskey,Robert Langdon,
18290,INTJ,Kamala,The Matrix Trilogy,
18291,INTJ,Emma Kurtzman,No Strings Attached,2011.0
18292,INTJ,Arthur Slugworth,Willy Wonka And The Chocolate Factory,1971.0
18293,INTJ,The Colonel James,Boogie Nights,1997.0
18294,INTJ,Mr. Arthur,The Ballad Of Buster Scruggs,2018.0
18295,INTJ,Hugo Drax,James Bond,
18296,INTJ,Fabrication Machine Aka “B.R.A.I.N”,9,2009.0
18297,INTJ,M (Bernard Lee),James Bond,
18298,INTJ,Colin Craven,The Secret Garden,1993.0
18299,INTJ,Bolivar Trask,X-Men Cinematic Universe,
18300,INTJ,Arturo Braga,The Fast And The Furious,
18301,INTJ,Khan,Mulan,1998.0
18302,INTJ,Noah,Noah,2014.0
18303,INTJ,Gary Kingsbury,Game Night,2018.0
18304,INTJ,George Smiley,Tinker Tailor Soldier Spy,2011.0
18305,INTJ,Bruce Wayne / 'Batman',Dc Animated Movie Universe,
18306,INTJ,Sophie Neveu,Robert Langdon,
18307,INTJ,Creature Under The Stairs,The Nightmare Before Christmas,1993.0
18308,INTJ,Babadook,The Babadook,2014.0
18309,INTJ,Shigemura Tetsuhiro,Sword Art Online The Movie: Ordinal Scale,2017.0
18310,INTJ,Yang-Yang,Yi Yi,2000.0
18311,INTJ,Colonel Cutter,Antz,1998.0
18312,INTJ,Sara Meles,Hitch,2005.0
18313,INTJ,Gothel,Barbie As Rapunzel,2002.0
18314,INTJ,Max Vatan,Allied,2016.0
18315,INTJ,Artemis Fowl Ii,Artemis Fowl,2020.0
18316,INTJ,Catherine,The King,2019.0
18317,INTJ,Pascal Sauvage,Johnny English,2003.0
18318,INTJ,Louis Merante,Leap! / Ballerina,2016.0
18319,INTJ,Zain,Capernaum,2018.0
18320,INTJ,Dr. William Chester Minor,The Professor And The Madman,2019.0
18321,INTJ,Vampira,Ed Wood,1994.0
18322,INTJ,Tom Edison Jr.,Dogville,
18323,INTJ,Ghost Of Christmas Yet To Come,A Christmas Carol,2009.0
18324,INTJ,Preacher,Pale Rider,1985.0
18325,INTJ,King Haggard,The Last Unicorn,1982.0
18326,INTJ,Wednesday Addams,The Addams Family 2019,
18328,INTJ,Bog King,Strange Magic,2015.0
18329,INTJ,Chen Nian,Better Days,2019.0
18330,INTJ,Andre Kriegman,Zero Day,
18331,INTJ,Xavier,Shrek,
18333,INTJ,Adrián Doria,The Invisible Guest,
18334,INTJ,Blade Ranger,Planes,2013.0
18336,INTJ,Ernst Stavro Blofeld (Anthony Dawson),James Bond,
18337,INTJ,Forte,Beauty And The Beast,1991.0
18338,INTJ,Humma Kavula,The Hitchhiker'S Guide To The Galaxy,2005.0
18339,INTJ,Katherine Lester,Lady Macbeth,2016.0
18340,INTJ,Klaus Baudelaire,Lemony Snicket'S A Series Of Unfortunate Events,2004.0
18341,INTJ,Kim Soo-Hyun,I Saw The Devil,2010.0
18342,INTJ,Stuart Twombly,The Internship,2013.0
18343,INTJ,John Ryder / The Hitcher,The Hitcher,1986.0
18344,INTJ,Joe,Help I'M A Fish,
18345,INTJ,Henry Carpenter,The Book Of Henry,2017.0
18346,INTJ,Morty,Click,
18347,INTJ,Professor Callahan,Legally Blonde,2001.0
18348,INTJ,Joe Brody,Godzilla,
18349,INTJ,Joe,Nymphomaniac,2013.0
18351,INTJ,"Vlad, The Impaler",Drácula: Untold,
18352,INTJ,Bruce Wayne / Batman,Batman: Mask Of The Phantasm,
18353,INTJ,Lewis Dodgson,Jurassic Park / Jurassic World,
18354,INTJ,Mary Epps,12 Years A Slave,2013.0
18355,INTJ,Stanley Crawford,Magic In The Moonlight,2014.0
18356,INTJ,Ingrid Magnussen,White Oleander,2002.0
18357,INTJ,Dr. Zaius,Planet Of The Apes,1968.0
18358,INTJ,Ivo Shandor / Shandor The Architect,Ghostbusters,1984.0
18359,INTJ,Metal Beak,Legend Of The Guardians: The Owls Of Ga'Hoole,
18360,INTJ,King Henry Iv,The King,2019.0
