,mbti,character,movie_name,release_year
2744,ESTP,Tramp,Lady And The Tramp,1955.0
2745,ESTP,Shank,Wreck-It Ralph,
2746,ESTP,Oogie Boogie,The Nightmare Before Christmas,1993.0
2747,ESTP,"Roman Sionis ""Black Mask""",Dc Extended Universe,
2748,ESTP,Buzz Mccallister,Home Alone,1990.0
2750,ESTP,Seth,Superbad,2007.0
2751,ESTP,John Silver,Treasure Planet,2002.0
2752,ESTP,Mr. Sergei Alexander Bobinsky,Coraline,2009.0
2753,ESTP,Emmett Cullen,Twilight,
2754,ESTP,"Digger Harkness ""Captain Boomerang""",Dc Extended Universe,
2755,ESTP,Dauntless,Divergent,
2756,ESTP,Letty Ortiz,The Fast And The Furious,
2757,ESTP,March Hare,Alice In Wonderland,1951.0
2758,ESTP,Zeus,Hercules,1997.0
2759,ESTP,Emily Nelson,A Simple Favor,2018.0
2760,ESTP,Juror #7,12 Angry Men,1957.0
2761,ESTP,Peter Hayes,Divergent,
2762,ESTP,Oskar Schindler,Schindler'S List,1993.0
2763,ESTP,"Anthony ""Fridge"" Johnson",Jumanji,
2764,ESTP,Skurge,Marvel Cinematic Universe,
2765,ESTP,Balthazar Bratt,Despicable Me,
2766,ESTP,"Richard ""Rick"" O'Connell",The Mummy,
2767,ESTP,Bloat,Finding Nemo,
2768,ESTP,Chuckie Sullivan,Good Will Hunting,1997.0
2769,ESTP,Phil Connors,Groundhog Day,1993.0
2770,ESTP,King Fergus,Brave,2012.0
2771,ESTP,Phillip Carlyle,The Greatest Showman,2017.0
2772,ESTP,Venom,Venom,2018.0
2773,ESTP,Al Mcwhiggin,Toy Story,
2774,ESTP,Richard Drysdale,Knives Out,2019.0
2775,ESTP,Thomas O'Malley,The Aristocats,1970.0
2776,ESTP,Apollo Creed,Rocky,
2777,ESTP,Pumpkin,Pulp Fiction,1994.0
2778,ESTP,Fenrir Greyback,Harry Potter,
2779,ESTP,Jeremy Armitage,Get Out,2017.0
2780,ESTP,Terk,Tarzan,1999.0
2781,ESTP,Audrey Ramirez,Atlantis: The Lost Empire,2001.0
2782,ESTP,"Raven Darkhölme ""Mystique""",X-Men Cinematic Universe,
2783,ESTP,August Walker,Mission: Impossible,
2784,ESTP,Hellboy,Hellboy,2004.0
2785,ESTP,Vincent Crabbe,Harry Potter,
2786,ESTP,Noah Flynn,The Kissing Booth,
2787,ESTP,Ted,Ted,
2788,ESTP,Sloane,Holidate,
2789,ESTP,Watto,Star Wars,
2790,ESTP,Cull Obsidian,Marvel Cinematic Universe,
2791,ESTP,Animal Mother,Full Metal Jacket,1987.0
2792,ESTP,Clove,The Hunger Games,
2793,ESTP,Hallie Parker,The Parent Trap,1998.0
2794,ESTP,Cia Agent Bill Wilson,The Dark Knight Trilogy,
2795,ESTP,George Wickham,Pride And Prejudice,2005.0
2796,ESTP,Carson Wells,No Country For Old Men,2007.0
2797,ESTP,"Waylon Jones ""Killer Croc""",Dc Extended Universe,
2798,ESTP,Christina,Divergent,
2799,ESTP,Other Bobinsky,Coraline,2009.0
2800,ESTP,Rusty Ryan,Ocean'S Eleven Trilogy,
2801,ESTP,Byron Hadley,The Shawshank Redemption,1994.0
2802,ESTP,Sinbad,Sinbad: Legend Of The Seven Seas,2003.0
2803,ESTP,Patricia “Fat Amy“ Hobart,Pitch Perfect,
2804,ESTP,Daisy Domergue,The Hateful Eight,2015.0
2805,ESTP,"Lt. Pete ""Maverick"" Mitchell",Top Gun,1986.0
2806,ESTP,King Louie,The Jungle Book,1967.0
2807,ESTP,James Bond (Moore),James Bond,
2808,ESTP,Johnny Castle,Dirty Dancing,1987.0
2811,ESTP,Pegasus,Hercules,1997.0
2812,ESTP,Nice Guy Eddie,Reservoir Dogs,1992.0
2813,ESTP,James Bond (Connery),James Bond,
2814,ESTP,Jack Wilder,Now You See Me,
2815,ESTP,Mindy Macready,Kick-Ass,2010.0
2816,ESTP,Vasquez,Alien,
2817,ESTP,Teddy Duchamp,Stand By Me,1986.0
2818,ESTP,"Remy Lebeau ""Gambit""",X-Men Cinematic Universe,
2819,ESTP,Taserface,Marvel Cinematic Universe,
2820,ESTP,"Selina Kyle ""Catwoman""",Batman,
2821,ESTP,Iosef Tarasov,John Wick,
2824,ESTP,Brad Davis,Marvel Cinematic Universe,
2825,ESTP,Trevor Slattery,Marvel Cinematic Universe,
2826,ESTP,Bossk,Star Wars,
2827,ESTP,Jesus Quintana,The Big Lebowski,1998.0
2828,ESTP,Martin Riggs,Lethal Weapon,
2831,ESTP,Napoleon Solo,The Man From U.N.C.L.E.,2015.0
2832,ESTP,"Jason Van Horn ""Buddy""",Baby Driver,2017.0
2833,ESTP,Lancelot,Monty Python And The Holy Grail,1979.0
2834,ESTP,Fili,The Hobbit,
2835,ESTP,Stanley Kowalski,A Streetcar Named Desire,1951.0
2836,ESTP,Sang-Hwa,Train To Busan,2016.0
2837,ESTP,Bats,Baby Driver,2017.0
2838,ESTP,Wichita,Zombieland,
2841,ESTP,Sonny Burch,Marvel Cinematic Universe,
2842,ESTP,Dennis Parker,Alien,
2843,ESTP,Corey,Onward,2020.0
2844,ESTP,Trig Carson,The Half Of It,2020.0
2845,ESTP,"Alex Summers ""Havok""",X-Men Cinematic Universe,
2846,ESTP,Gaston,Beauty And The Beast,2017.0
2847,ESTP,Ron Stallworth,Blackkklansman,2018.0
2848,ESTP,Brock Lovett,Titanic,1997.0
2849,ESTP,Pintel,Pirates Of The Caribbean,
2851,ESTP,"Herman Schultz ""Shocker""",Marvel Cinematic Universe,
2853,ESTP,Jody,Pulp Fiction,1994.0
2854,ESTP,Jöns,The Seventh Seal,1957.0
2855,ESTP,Edith,Enola Holmes,2020.0
2856,ESTP,Gnarlack,Fantastic Beasts,
2857,ESTP,Nicky Santoro,Casino,1995.0
2858,ESTP,Fat Bastard,Austin Powers,
2862,ESTP,Vic Hoskins,Jurassic Park / Jurassic World,
2863,ESTP,Carlo Rizzi,The Godfather,
2864,ESTP,Dr. Sarah Harding,Jurassic Park / Jurassic World,
2865,ESTP,Max Dennison,Hocus Pocus,1993.0
2866,ESTP,Zé Pequeno,City Of God,2002.0
2867,ESTP,Admiral Raddus,Star Wars,
2868,ESTP,Eve Moneypenny,James Bond,
2869,ESTP,Marco,The Kissing Booth,
2870,ESTP,Denahi,Brother Bear,2003.0
2871,ESTP,Hugo,Alita: Battle Angel,2019.0
2872,ESTP,Henley Reeves,Now You See Me,
2873,ESTP,Oscar,Shark Tale,2004.0
2874,ESTP,Zed,Pulp Fiction,1994.0
2875,ESTP,Deacon,What We Do In The Shadows,2014.0
2876,ESTP,Charlie Babbitt,Rain Man,1988.0
2877,ESTP,Peik Lin Goh,Crazy Rich Asians,2018.0
2878,ESTP,Brenda Meeks,Scary Movie,
2879,ESTP,Ramona Vega,Hustlers,2019.0
2880,ESTP,Pazuzu,The Exorcist,1973.0
2881,ESTP,Chris,To All The Boys I'Ve Loved Before,2018.0
2882,ESTP,Mr. John Smith,Mr. & Mrs. Smith,2005.0
2883,ESTP,James Bond (Lazenby),James Bond,
2884,ESTP,Tanya,Mamma Mia!,2008.0
2885,ESTP,Damat Ferit,Hababam Sınıfı,1975.0
2886,ESTP,"William ""Wild Bill"" Wharton",The Green Mile,1999.0
2887,ESTP,Lock,The Nightmare Before Christmas,1993.0
2888,ESTP,Mr. Delmar,Marvel Cinematic Universe,
2889,ESTP,"Victor Creed ""Sabretooth""",X-Men Cinematic Universe,
2890,ESTP,Grandma,Napoleon Dynamite,2004.0
2891,ESTP,Marvel,The Hunger Games,
2892,ESTP,Frank Booth,Blue Velvet,1986.0
2893,ESTP,Firefist,Deadpool,2016.0
2894,ESTP,Ram Sweeney,Heathers,1988.0
2895,ESTP,F*Cksh*T,Mid90S,2018.0
2896,ESTP,Aurelio,John Wick,
2897,ESTP,Rocky Rhodes,Chicken Run,2000.0
2898,ESTP,Xenia Onatopp,James Bond,
2899,ESTP,Rex Dangervest,The Lego Movies,
2900,ESTP,Ernest Hemingway,Midnight In Paris,2011.0
2901,ESTP,Cormac Mclaggen,Harry Potter,
2902,ESTP,Ian,Nerve,2016.0
2903,ESTP,Constance,Ocean'S 8,2018.0
2904,ESTP,Francis,A Bug'S Life,1998.0
2905,ESTP,Curt,The Cabin In The Woods,2012.0
2906,ESTP,Ryan,Booksmart,2019.0
2907,ESTP,Miek,Marvel Cinematic Universe,
2908,ESTP,Goblin King,The Hobbit,
2910,ESTP,Missing Link,Monsters Vs. Aliens,
2911,ESTP,Gazeem,Aladdin,1992.0
2912,ESTP,Mitsuko Souma,Battle Royale,
2913,ESTP,Lazlo,Meet The Robinsons,2007.0
2914,ESTP,Frank Lopez,Scarface,1983.0
2915,ESTP,Jamie Rellis,Friends With Benefits,
2916,ESTP,Grandpa Edwin Hoover,Little Miss Sunshine,2006.0
2917,ESTP,Mitchell Carson,Marvel Cinematic Universe,
2918,ESTP,Blain Cooper,Predator,
2919,ESTP,Kurt Kelly,Heathers,1988.0
2922,ESTP,Bogs Diamond,The Shawshank Redemption,1994.0
2923,ESTP,Michael Mcmanus,The Usual Suspects,1995.0
2925,ESTP,Sheriff Of Nottingham,Robin Hood,1973.0
2926,ESTP,Julius Dell,Marvel Cinematic Universe,
2927,ESTP,"Brandon ""Brand"" Walsh",The Goonies,1985.0
2928,ESTP,Vincent Corleone,The Godfather,
2929,ESTP,Vince,The Fast And The Furious,
2930,ESTP,Shooter Magavin,Happy Gilmore,1996.0
2931,ESTP,Terry Silver,Karate Kid,1984.0
2932,ESTP,Perkins,John Wick,
2933,ESTP,Sport,Taxi Driver,1976.0
2934,ESTP,Eddie,Jumanji,
2935,ESTP,King Hubert,Sleeping Beauty,1959.0
2937,ESTP,Dr. Frederick Chilton,The Silence Of The Lambs,1991.0
2938,ESTP,Charles,A Beautiful Mind,2001.0
2940,ESTP,Doorgunner,Full Metal Jacket,1987.0
2943,ESTP,Elmo Blatch,The Shawshank Redemption,1994.0
2945,ESTP,Derek,The Swan Princess,1994.0
2946,ESTP,Shannon,Drive,2011.0
2949,ESTP,Badi Ekrem,Hababam Sınıfı,1975.0
2950,ESTP,Nolo Pasaro,Hot Wheels World Race / Acceleracers,
2951,ESTP,President Zaphod Beeblebrox,The Hitchhiker'S Guide To The Galaxy,2005.0
2953,ESTP,"Lt. Tom ""Iceman"" Kazansky",Top Gun,1986.0
2954,ESTP,"Grady ""Coon-Ass"" Travis",Fury,2014.0
2955,ESTP,Halley,The Florida Project,2017.0
2956,ESTP,Jared Vennett,The Big Short,2015.0
2957,ESTP,Tony,Léon: The Professional,1994.0
2958,ESTP,Sam Wheat,Ghost,1990.0
2964,ESTP,Gran,The Croods,2013.0
2965,ESTP,Tatum Riley,Scream Movies,
2967,ESTP,Ryan Mccarthy,Never Back Down,2008.0
2968,ESTP,Blind Al,Deadpool,2016.0
2970,ESTP,Christian Thompson,The Devil Wears Prada,2006.0
2971,ESTP,Jim,Edward Scissorhands,1990.0
2972,ESTP,Rodan,Godzilla,
2973,ESTP,"Alejandro Murrieta ""Zorro""",The Mask Of Zorro,1998.0
2974,ESTP,Willoughby,Sense And Sensibility,1995.0
2975,ESTP,Jay,The 40-Year-Old Virgin,2005.0
2977,ESTP,Michel Poiccard,Breathless,1960.0
2978,ESTP,Santa Claus,The Christmas Chronicles,
2979,ESTP,John Fitzgerald,The Revenant,2015.0
2981,ESTP,Teddy Sanders,Bad Neighbors,2014.0
2982,ESTP,Nino,Drive,2011.0
2983,ESTP,8,9,2009.0
2984,ESTP,Juggernaut,X-Men Cinematic Universe,
2986,ESTP,Jack Spier,"Love, Simon",2018.0
2987,ESTP,Dexter Jettster,Star Wars,
2988,ESTP,Rita Malone,Flushed Away,2006.0
2990,ESTP,Chris-R,The Room,2003.0
2991,ESTP,Mike Lowrey,Bad Boys,
2992,ESTP,Josh Tyler,Us,2019.0
2993,ESTP,Valerian,Valerian And The City Of A Thousand Planets,2017.0
2995,ESTP,Dylan Sanders,Charlie’S Angels,2000.0
2996,ESTP,Ashley Carlson,Disturbia,2007.0
2997,ESTP,Simone,Alvin And The Chipmunks,2007.0
3000,ESTP,Amber Mariens,Clueless,1995.0
3002,ESTP,Redfoot,The Usual Suspects,1995.0
3005,ESTP,Ms. Scarlet,Clue,1985.0
3006,ESTP,Father Lilliman,V For Vendetta,2005.0
3007,ESTP,Smitty Ryker,Hacksaw Ridge,2016.0
3008,ESTP,Mickey O'Neil,Snatch.,2000.0
3010,ESTP,Biggs Darklighter,Star Wars,
3011,ESTP,Ty,Nerve,2016.0
3012,ESTP,Pete,A Goofy Movie,1995.0
3013,ESTP,Frank T.J. Mackey,Magnolia,1999.0
3014,ESTP,Pvt Richard Reiben,Saving Private Ryan,1998.0
3016,ESTP,"Gratuity ""Tip"" Tucci",Home,2015.0
3017,ESTP,Andrina,The Little Mermaid,1989.0
3020,ESTP,Dario,James Bond,
3022,ESTP,Bone Saw Mcgraw,The Spider-Man Trilogy,
3024,ESTP,Chet Danburry,Dead Poets Society,1989.0
3025,ESTP,Ron Woodroof,Dallas Buyer'S Club,2013.0
3026,ESTP,Clarence J. Boddicker,Robocop,
3027,ESTP,Mark Wylde,Hot Wheels World Race / Acceleracers,
3028,ESTP,"Lester ""Worm"" Murphy",Rounders,1998.0
3029,ESTP,Lee Bodecker,The Devil All The Time,2020.0
3030,ESTP,Trip Fontaine,The Virgin Suicides,1999.0
3032,ESTP,Hank Marlow,Kong: Skull Island,2017.0
3033,ESTP,Lola Bunny,Space Jam,1996.0
3034,ESTP,Franz Sanchez,James Bond,
3035,ESTP,Carla,Bad Moms,2016.0
3036,ESTP,"Joliet ""Jake Blues",The Blues Brothers,1980.0
3037,ESTP,Amy,Bad Moms,2016.0
3038,ESTP,Scott Calvin / Santa Claus,The Santa Clause,
3039,ESTP,Roger O. Thornhill,North By Northwest,1959.0
3042,ESTP,Rat,Fantastic Mr. Fox,2009.0
3044,ESTP,"Theodore ""Ted"" Logan",Bill & Ted,
3045,ESTP,George Hanson,Easy Rider,
3046,ESTP,Vinz,La Haine,1995.0
3047,ESTP,Tutar Sagdiyeva,Boratfilms,
3050,ESTP,Caitlyn Gellar,Camp Rock,2008.0
3051,ESTP,Detective Cho Yong-Koo,Memories Of Murder,2003.0
3052,ESTP,Lampwick,Pinocchio,1940.0
3055,ESTP,Ricky Bobby,Talladega Nights: The Ballad Of Ricky Bobby,2006.0
3056,ESTP,Tallulah,Barbie As The Island Princess,2007.0
3057,ESTP,Gary,Spy Kids,2001.0
3058,ESTP,Fritz,Fritz The Cat,
3060,ESTP,Daniel Lugo,Pain And Gain,2013.0
3061,ESTP,Jody Domergue,The Hateful Eight,2015.0
3063,ESTP,Charlie B. Barkin,All Dogs Go To Heaven,1989.0
3064,ESTP,Jack Jeebs,Men In Black,
3066,ESTP,Kevin Pickford,Dazed And Confused,1993.0
3067,ESTP,Douglas J. Needles,Back To The Future,
3068,ESTP,Rain Ocampo,Resident Evil,
3069,ESTP,Alcoholic Union Captain,The Dollars Trilogy,
3070,ESTP,Harry Ellis,Die Hard,
3071,ESTP,Clubber Lang,Rocky,
3073,ESTP,Jasper,101 Dalmatians,1996.0
3075,ESTP,Nick,The Edge Of Seventeen,2016.0
3078,ESTP,Marv,Sin City,2005.0
3079,ESTP,Nick The Neo-Nazi,Falling Down,1993.0
3081,ESTP,Drexl Spivey,True Romance,1993.0
3085,ESTP,Niobe,The Matrix Trilogy,
3086,ESTP,Boris The Animal,Men In Black,
3091,ESTP,Daniel Rigg,Saw,2004.0
3092,ESTP,Lewis Prothero,V For Vendetta,2005.0
3093,ESTP,Foxy Loxy,Chicken Little,2005.0
3094,ESTP,Punk Leader,Terminator,
3095,ESTP,Sky,Mamma Mia!,2008.0
3096,ESTP,Victor Zokas/Renard,James Bond,
3097,ESTP,Holdaway,Reservoir Dogs,1992.0
3098,ESTP,Aaron Stampler,Primal Fear,1996.0
3101,ESTP,Alfrid,The Hobbit,
3104,ESTP,Alvin,Paranorman,2012.0
3106,ESTP,Giselle Levy,Mona Lisa Smile,2003.0
3107,ESTP,Uglydog,Uglydolls,
3108,ESTP,Rasputia Latimore,Norbit,2007.0
3109,ESTP,Lyra Belacqua,The Golden Compass,2007.0
3112,ESTP,Tank Evans,Surf’S Up,2007.0
3114,ESTP,Buck,The Good Dinosaur,2015.0
3115,ESTP,Brandon,K-12,2019.0
3117,ESTP,Edd,Shaun Of The Dead,
3118,ESTP,Iago,Aladdin,2019.0
3119,ESTP,Maggie,Home On The Range,2004.0
3127,ESTP,Larry,Closer,2004.0
3128,ESTP,Buddy Love,The Nutty Professor,1996.0
3129,ESTP,Lady Van Tassel,Sleepy Hollow,1999.0
3132,ESTP,Jackson Storm,Cars,
3134,ESTP,Young-Sook,The Call,2020.0
3136,ESTP,Freddy Jones,School Of Rock,2003.0
3138,ESTP,Arif Işık,G.O.R.A.,2004.0
3143,ESTP,Brad,The Wolf Of Wall Street,2013.0
3145,ESTP,Jason Nesmith,Galaxy Quest,1999.0
3147,ESTP,Cheng,The Karate Kid,2010.0
3148,ESTP,Paulie Pennino,Rocky,
3149,ESTP,Amber Sweet,Repo! The Genetic Opera,2008.0
3150,ESTP,Dušan Mirković,Downsizing,2017.0
3152,ESTP,James Lort,Honey Boy,2019.0
3153,ESTP,Skinny Razor,The Irishman,2019.0
3154,ESTP,Lacey Pemberton,Paper Towns,2015.0
3155,ESTP,Ronno,Bambi,1942.0
3157,ESTP,Dan Gallagher,Fatal Attraction,1987.0
3159,ESTP,Hound,Transformers,
3160,ESTP,Tony Elliot,Billy Elliot,2000.0
3163,ESTP,Sid,Flushed Away,2006.0
3165,ESTP,Cooper Harris,Eurotrip,2004.0
3167,ESTP,Darius Kincaid,The Hitman'S Bodyguard,2017.0
3168,ESTP,Dropkick,Bumblebee,2018.0
3169,ESTP,J. D.,Thelma & Louise,1991.0
3170,ESTP,Lancelot,Shrek,
3173,ESTP,Richie Dimaso,American Hustle,2013.0
3174,ESTP,Bobby Peru,Wild At Heart,1990.0
3176,ESTP,Sara,Creep,
3177,ESTP,Clarisse La Rue,Percy Jackson,
3181,ESTP,Ray,Lemonade Mouth,2011.0
3182,ESTP,Butch The Bully,Cool Cat Saves The Kids,2015.0
3184,ESTP,Pete Dunham,Green Street Hooligans,2005.0
3186,ESTP,Tony Le Domas,Ready Or Not,2019.0
3188,ESTP,Colin Frissell,Love Actually,2003.0
3190,ESTP,Stripe,Gremlins,1984.0
3193,ESTP,Michael,E.T. The Extra-Terrestrial,1982.0
3198,ESTP,Mad Dog,The Raid,2011.0
3200,ESTP,Henrik,The Pianist,2002.0
3201,ESTP,Ed White,First Man,2018.0
3202,ESTP,Lorenzo,A Star Is Born,2018.0
3203,ESTP,The Sadistic Dentist,Little Shop Of Horrors,
3204,ESTP,Barry Seal,American Made,2017.0
3205,ESTP,Hexxus,Ferngully: The Last Rainforest,1992.0
3206,ESTP,Terminator T-3000 / John Connor,Terminator,
3207,ESTP,David Aames,Vanilla Sky,2001.0
3208,ESTP,Lois Lane,Dc Animated Movie Universe,
3209,ESTP,Jinx Johnson,James Bond,
3210,ESTP,Hank Evans,"Me, Myself & Irene",2000.0
3211,ESTP,Owen Shaw,The Fast And The Furious,
3212,ESTP,Sheikh Ilderim,Ben-Hur,1959.0
3213,ESTP,Ajax,The Warriors,1979.0
3214,ESTP,Isabelle Lightwood,The Mortal Instruments: City Of Bones,2013.0
3215,ESTP,Plank,"Lock, Stock And Two Smoking Barrels",1998.0
3216,ESTP,Buford 'Mad Dog' Tannen,Back To The Future,
3217,ESTP,Sam,Secret Society Of Second Born Royals,2020.0
3218,ESTP,Jimmy Dugan,A League Of Their Own,1992.0
3219,ESTP,Eric Matthews,Saw,2004.0
3220,ESTP,Kelly,It Follows,2014.0
3221,ESTP,Leroy,Lilo & Stitch,2002.0
3222,ESTP,Kahmunrah,Night At The Museum,
3223,ESTP,Alejandro,Dora And The Lost City Of Gold,2019.0
3224,ESTP,Fred,Palo Alto,2013.0
3225,ESTP,Rancis Fluggerbutter,Wreck-It Ralph,
3227,ESTP,Terminator Rev-9,Terminator,
3228,ESTP,"Conner Kent ""Superboy""",Dc Animated Movie Universe,
3229,ESTP,Withnail,Withnail & I,1987.0
3230,ESTP,Xandra Terrell,The Goldfinch,2019.0
3231,ESTP,Oscar Diggs,Oz The Great And Powerful,2013.0
3232,ESTP,Roland,Strange Magic,2015.0
3233,ESTP,Cheyenne,Once Upon A Time In The West,1968.0
3234,ESTP,Arvel Crynyd,Star Wars,
3235,ESTP,Paul Lahote,Twilight,
3236,ESTP,Erşan Kuneri,G.O.R.A.,2004.0
3237,ESTP,Shrikant Bhosle,Gully Boy,2019.0
3238,ESTP,Otis Watson,Bumblebee,2018.0
3239,ESTP,Jennifer,Pleasantville,1998.0
3240,ESTP,"Johnny Storm ""Human Torch""",Fantastic Four,2015.0
3241,ESTP,Baby,House Of 1000 Corpses,2003.0
3242,ESTP,Beta,Up,2009.0
3243,ESTP,Combo,This Is England,2006.0
3244,ESTP,Mr. Berkeley Beetle,Thumbelina,1994.0
3245,ESTP,Dennis Mitchell,Dennis The Menace,1993.0
3246,ESTP,Connor O'Reilly,Fish Tank,2009.0
3247,ESTP,Mike Damone,Fast Times At Ridgemont High,1982.0
3248,ESTP,Salim Malik,Slumdog Millionaire,2008.0
3249,ESTP,Sarah Baker,Cheaper By The Dozen,
3250,ESTP,Chad,Tucker & Dale Vs. Evil,2010.0
3251,ESTP,Harry Sanborn,Something'S Gotta Give,2003.0
3252,ESTP,Hotep,The Prince Of Egypt,1998.0
3253,ESTP,Joaquín Mondragon,The Book Of Life,2014.0
3254,ESTP,Nicky Sloane,Ingrid Goes West,
3255,ESTP,Alien,Spring Breakers,2012.0
3256,ESTP,Jake,The Rescuers,1977.0
3257,ESTP,Priscilla,Rango,
3258,ESTP,Allan,The Adventures Of Tintin,2011.0
3259,ESTP,Alexandra (President'S Daughter),Spy Kids,2001.0
3260,ESTP,Lois Kaiser,Short Cuts,1993.0
3261,ESTP,Barbara,Black Christmas,1974.0
3262,ESTP,David Percival,Atomic Blonde,
3263,ESTP,Sergeant Ruescott Melshi,Star Wars,
3264,ESTP,Bargwill Tomder,Star Wars,
3265,ESTP,The Devil,Bedazzled,2000.0
3266,ESTP,Cabeleira,City Of God,2002.0
3267,ESTP,Danger Barch,Million Dollar Baby,2004.0
3268,ESTP,"Charles ""Chazz"" Michael Michaels",Blades Of Glory,2007.0
3269,ESTP,Lindsay Edgecombe,Before I Fall,2017.0
3270,ESTP,Seigo (Number 10),12 Suicidal Teens,2019.0
3271,ESTP,Angelina Johnson,Harry Potter,
3272,ESTP,The Girl,My Sassy Girl,2001.0
3273,ESTP,Mamaw,Hillbilly Elegy,2020.0
3274,ESTP,Simon,My Life As A Zucchini,
3275,ESTP,John Tucker,John Tucker Must Die,
3276,ESTP,Connor Rhodes,The Fast And The Furious,
3277,ESTP,Daryl Harper,Super Dark Times,2017.0
3278,ESTP,Sgt. Hill,Saving Private Ryan,1998.0
3279,ESTP,Ramsey,The Good Dinosaur,2015.0
3280,ESTP,Riff,West Side Story,1961.0
3281,ESTP,Heihachi,Seven Samurai,1954.0
3282,ESTP,Esteban Rojo,The Dollars Trilogy,
3283,ESTP,I-Rok,Ready Player One,2018.0
3284,ESTP,Klaus,The Fast And The Furious,
3285,ESTP,Joe Loder,Nightcrawler,2014.0
3286,ESTP,Hsu Tai Yu,Our Times,2015.0
3288,ESTP,Dicky Eklund,The Fighter,2010.0
3289,ESTP,Rayna,Barbie Mariposa,
3290,ESTP,Granny Puckett,Hoodwinked!,2005.0
3292,ESTP,Carol,Once Upon A Time In America,1984.0
3293,ESTP,David,The Lost Boys,1987.0
3294,ESTP,Katharine Clifton,The English Patient,
3295,ESTP,Kevin O Doyle,Click,
3297,ESTP,Sean Nokes,Sleepers,1996.0
3298,ESTP,Butchy,Teen Beach Movie,
3299,ESTP,Dwayne Elizondo Mountain Dew Herbert Camacho,Idiocracy,2006.0
3301,ESTP,Nubbins Sawyer / Hitchhiker,The Texas Chainsaw Massacre,
3302,ESTP,Hermann Fegelein,Downfall,2004.0
3303,ESTP,Trevor,Eighth Grade,2018.0
3304,ESTP,Pat Healy,There'S Something About Mary,1998.0
3305,ESTP,Twitch,Toy Story,
3306,ESTP,Dragline,Cool Hand Luke,1967.0
3307,ESTP,Alexa,Raw/Grave,2016.0
3308,ESTP,Eric Gordon,Billy Madison,1995.0
3309,ESTP,Nezha,Nezha,2019.0
3310,ESTP,Pontius Pilate,Monty Python'S Life Of Brian,1979.0
3311,ESTP,Cary,Super 8,2011.0
3312,ESTP,Chad,Charlie’S Angels,2000.0
3313,ESTP,Dave Moss,Glengarry Glen Ross,1992.0
3314,ESTP,White Goodman,Dodgeball,2004.0
3315,ESTP,"Taylor ""The Twister"" Milos",Ip Man,
3317,ESTP,Victor Komarovsky,Doctor Zhivago,1965.0
3318,ESTP,Zampano,La Strada,1954.0
3319,ESTP,Nick The Greek,"Lock, Stock And Two Smoking Barrels",1998.0
3320,ESTP,Steven Russell,I Love You Phillip Morris,2009.0
3321,ESTP,Charlie Mortdecai,Mortdecai,2015.0
3322,ESTP,Garth,Alpha And Omega,
3323,ESTP,Elliot Grey,Fifty Shades Of Grey,
3324,ESTP,Sonny,Dead Man'S Shoes,2004.0
3325,ESTP,Mia,Love Actually,2003.0
3326,ESTP,"Patrick ""Fitzy"" Fitzgibbons",The Departed,2006.0
3327,ESTP,Standard Gabriel,Drive,2011.0
3328,ESTP,Mr. Ellingboe,Klaus,2019.0
3329,ESTP,George Willis Jr.,Scent Of A Woman,1992.0
3330,ESTP,Robert Harley,The Favourite,2018.0
3331,ESTP,Zack Taylor (Black Ranger),Power Rangers,2017.0
3332,ESTP,Korpi,The Fast And The Furious,
3333,ESTP,Frank Churchill,Emma.,2020.0
3336,ESTP,Benny O'Donnell,Dazed And Confused,1993.0
3337,ESTP,Jerry Langford,The King Of Comedy,1982.0
3338,ESTP,Tanner Howard,Hell Or High Water,
3339,ESTP,Agent H / Henry,Men In Black,
3340,ESTP,Dutch,Karate Kid,1984.0
3341,ESTP,Kelly Leak,Bad News Bears,2005.0
3342,ESTP,Mr. Centipede,James And The Giant Peach,
3343,ESTP,Signor Ferrari,Casablanca,1942.0
3344,ESTP,"Roger ""Trooper"" Demarco",Dawn Of The Dead,1978.0
3345,ESTP,Ray Ferrier,War Of The Worlds,2005.0
3346,ESTP,Noah Clay,The Ring,2002.0
3347,ESTP,Mita Xenakis,Eurovision Song Contest: The Story Of Fire Saga,
3348,ESTP,Flash Gordon,Flash Gordon,1980.0
3349,ESTP,Stephanie Zinone,Grease 2,1982.0
3350,ESTP,Rockhound,Armageddon,1998.0
3351,ESTP,John Dillinger,Public Enemies,2009.0
3352,ESTP,Darryl,Due Date,2010.0
3353,ESTP,Ramsey Clark,The Trial Of The Chicago 7,2020.0
3354,ESTP,Princess Bala,Antz,1998.0
3355,ESTP,Charlie Sisters,The Sisters Brothers,2018.0
3356,ESTP,Kathy Scruggs,Richard Jewell,2019.0
3357,ESTP,Bunty,Chicken Run,2000.0
3358,ESTP,Arthur,Red Shoes & The Seven Dwarfs,2019.0
3359,ESTP,Elvira,Elvira: Mistress Of The Dark,1988.0
3360,ESTP,Jasper Bloom,The Holiday,2006.0
3361,ESTP,Peter,Mary And The Witch'S Flower,2017.0
3362,ESTP,Tommy Lee,The Dirt,2019.0
3363,ESTP,Al Capone,The Untouchables,1987.0
3364,ESTP,Michael Scarn,Threat Level Midnight,2019.0
3365,ESTP,Don Lockwood,Singin' In The Rain,1952.0
3366,ESTP,"Arthur Curry ""Aquaman""",Dc Animated Movie Universe,
3367,ESTP,"Alfred P. ""Alfie"" Doolittle",My Fair Lady,
3368,ESTP,Lev,Frances Ha,2012.0
