,movie_name,release_date,score,genre,budget,revenue,country,release_year,continent,ENFJ,ENFP,ENTJ,ENTP,ESFJ,ESFP,ESTJ,ESTP,INFJ,INFP,INTJ,INTP,ISFJ,ISFP,ISTJ,ISTP
3438,Robin Hood: Prince Of Thieves,1991-06-27,68.0,"Action, Adventure, Drama, Romance",50000000.0,390500000.0,Australia,1991.0,Oceania,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
3441,Gravity,2013-10-03,72.0,"Science Fiction, Thriller, Drama",110000000.0,685710761.0,Australia,2013.0,Oceania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3442,Barnyard,2006-09-21,58.0,"Animation, Comedy, Family",51000000.0,116476887.0,Australia,2006.0,Oceania,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
3446,War Dogs,2016-08-18,69.0,"Comedy, Crime, Drama",50000000.0,86234503.0,Australia,2016.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
3447,The Wrong Missy,2020-05-15,62.0,"Comedy, Romance",100400000.0,601865262.4,Australia,2020.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3448,Contact,1997-10-16,74.0,"Drama, Science Fiction, Mystery",90000000.0,165900000.0,Australia,1997.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3450,Life As We Know It,2010-10-21,69.0,"Comedy, Romance, Drama",38000000.0,105734416.0,Australia,2010.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3453,Oculus,2014-04-03,64.0,Horror,5000000.0,44115496.0,Australia,2014.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3455,The Lobster,2015-10-22,70.0,"Comedy, Drama, Romance",4500000.0,18019834.0,Australia,2015.0,Oceania,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
3463,Peter Rabbit,2018-02-22,67.0,"Animation, Adventure, Family",50000000.0,346727372.0,Australia,2018.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
3471,The Darkest Minds,2018-07-25,70.0,"Action, Adventure, Drama",34000000.0,38361428.0,Australia,2018.0,Oceania,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
3473,Year One,2009-06-18,49.0,"Comedy, Adventure",60000000.0,57604723.0,Australia,2009.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3482,First Man,2018-10-11,70.0,"History, Drama",60000000.0,105523737.0,Australia,2018.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3487,The Game,1997-10-02,76.0,"Drama, Thriller, Mystery",50000000.0,80369970.0,Australia,1997.0,Oceania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3498,Sleepers,1997-01-03,76.0,"Crime, Drama, Thriller",44000000.0,165600852.0,Australia,1997.0,Oceania,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
3511,There'S Something About Mary,1998-09-03,66.0,"Romance, Comedy",22000000.0,369884651.0,Australia,1998.0,Oceania,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3516,The Host,2006-08-08,70.0,"Horror, Drama, Science Fiction",50000000.0,64477051.0,Australia,2006.0,Oceania,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
3519,Lolita,1962-09-11,74.0,"Drama, Comedy, Romance",55000000.0,1147784.0,United Kingdom,1962.0,Europe,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3520,Lolita,1962-09-11,74.0,"Drama, Comedy, Romance",2000000.0,9250000.0,United Kingdom,1962.0,Europe,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3521,Gremlins,1984-12-13,71.0,"Fantasy, Horror, Comedy",11000000.0,152445758.0,Australia,1984.0,Oceania,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3532,The Babysitter,2017-10-13,61.0,"Comedy, Horror",100400000.0,332045035.6,Australia,2017.0,Oceania,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3535,Mysterious Skin,2005-05-06,76.0,Drama,5389600.0,1524966.0,United States of America,2005.0,North America,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
3540,Zero Dark Thirty,2013-01-31,70.0,"Thriller, Drama, History",52500000.0,134612435.0,Australia,2013.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3543,Blue Streak,1999-11-04,65.0,"Action, Comedy, Crime",36000000.0,117448157.0,Australia,1999.0,Oceania,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3547,Poltergeist,1982-08-06,71.0,Horror,35000000.0,95691732.0,Australia,1982.0,Oceania,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3548,Poltergeist,1982-08-06,71.0,Horror,10700000.0,121706019.0,Australia,1982.0,Oceania,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3551,The Intern,2015-09-24,72.0,Comedy,40000000.0,197115710.0,Australia,2015.0,Oceania,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3555,Willow,1988-06-01,70.0,"Action, Adventure, Fantasy",35000000.0,57269863.0,Australia,1988.0,Oceania,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
3559,Hook,1992-01-15,68.0,"Adventure, Fantasy, Comedy, Family",70000000.0,300854823.0,Australia,1992.0,Oceania,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3560,Emma.,2020-02-13,71.0,"Comedy, Romance",10000000.0,27365788.0,Australia,2020.0,Oceania,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
3565,American Gangster,2008-01-09,76.0,"Drama, Crime",100000000.0,267985456.0,Australia,2008.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3569,Mulholland Drive,2001-12-21,78.0,"Thriller, Drama, Mystery",15000000.0,20780568.0,Australia,2001.0,Oceania,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
3570,Bedazzled,2001-01-25,60.0,"Fantasy, Comedy, Romance",48000000.0,90376224.0,Australia,2001.0,Oceania,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3573,Beauty And The Beast,2014-02-12,61.0,"Fantasy, Romance",160000000.0,1268697483.0,France,2014.0,Europe,1.0,2.0,0.0,0.0,2.0,6.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,0.0
3574,Beauty And The Beast,2014-02-12,61.0,"Fantasy, Romance",20000000.0,438656843.0,France,2014.0,Europe,1.0,2.0,0.0,0.0,2.0,6.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,0.0
3586,Beautiful Boy,2018-10-25,76.0,Drama,25000000.0,13314562.0,Australia,2018.0,Oceania,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3589,This Is The End,2013-07-04,62.0,"Action, Comedy",32000000.0,126041322.0,Australia,2013.0,Oceania,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
3593,Marie Antoinette,2006-12-26,67.0,"Drama, History",40000000.0,60862471.0,Australia,2006.0,Oceania,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
3595,The Usual Suspects,1995-09-13,82.0,"Drama, Crime, Thriller",6000000.0,34449356.0,Australia,1995.0,Oceania,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
3599,Diary Of A Wimpy Kid,2010-09-09,62.0,"Comedy, Family",15000000.0,76954311.0,Australia,2010.0,Oceania,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3603,Confessions Of A Shopaholic,2009-03-12,64.0,"Comedy, Romance",40000000.0,108332743.0,Australia,2009.0,Oceania,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3609,Leap Year,2010-01-08,69.0,"Romance, Comedy",19000000.0,32618920.0,United States of America,2010.0,North America,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3610,Trainspotting,1996-05-23,80.0,"Drama, Crime",3100000.0,71548935.0,Australia,1996.0,Oceania,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
3612,21,2008-05-15,67.0,"Drama, Crime",35000000.0,159846429.0,Australia,2008.0,Oceania,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
3613,Batman & Robin,1997-06-26,43.0,"Action, Science Fiction, Adventure, Comedy",125000000.0,238317814.0,Australia,1997.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
3618,Hush,2016-03-12,67.0,"Horror, Thriller",1000000.0,0.0,United States of America,2016.0,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3620,Death Becomes Her,1992-11-26,68.0,"Comedy, Fantasy, Horror",55000000.0,149022650.0,Australia,1992.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3630,Footloose,1984-04-12,67.0,"Drama, Romance",24000000.0,62989834.0,Australia,1984.0,Oceania,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3631,Footloose,1984-04-12,67.0,"Drama, Romance",8200000.0,80008943.0,Australia,1984.0,Oceania,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3638,George Of The Jungle,1997-10-02,56.0,"Adventure, Comedy, Family, Romance",55000000.0,174463257.0,Australia,1997.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3639,The Italian Job,2003-08-21,68.0,"Action, Crime",60000000.0,176262839.0,Australia,2003.0,Oceania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
3640,The Holiday,2006-12-26,71.0,"Comedy, Romance",85000000.0,204920447.0,Australia,2006.0,Oceania,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3654,The Pink Panther,1964-01-08,69.0,"Comedy, Crime",80000000.0,158926474.0,Australia,1964.0,Oceania,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
3655,The Hurt Locker,2010-02-04,73.0,"Drama, Thriller, War",15000000.0,49876984.0,Australia,2010.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3657,Face/Off,1997-08-04,70.0,"Action, Crime, Science Fiction, Thriller",80000000.0,241199984.0,Australia,1997.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3670,Planet Terror,2007-06-21,66.0,"Horror, Action, Thriller",132400000.0,587249011.2,Australia,2007.0,Oceania,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
3679,The Big Short,2016-01-14,73.0,"Comedy, Drama",28000000.0,133162752.0,Australia,2016.0,Oceania,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3680,Wild Child,2008-09-18,67.0,"Comedy, Drama, Romance",20000000.0,21972336.0,Australia,2008.0,Oceania,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3681,Seven Samurai,1956-01-01,85.0,"Action, Drama",2000000.0,346300.0,Australia,1956.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3686,Disturbia,2007-04-12,67.0,"Thriller, Drama, Mystery",20000000.0,118537627.0,Australia,2007.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
3687,Come And See,1985-07-09,83.0,"Drama, War",1745580.0,168817.0,Soviet Union,1985.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3695,Father Of The Bride,2022-06-05,66.0,"Romance, Comedy",66240000.0,320425004.6,United States of America,2022.0,North America,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3697,Fallen,2006-07-23,69.0,"Tv Movie, Drama, Fantasy",125300000.0,540086087.2,United States of America,2006.0,North America,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
3707,A Cure For Wellness,2017-03-16,63.0,"Horror, Mystery, Science Fiction, Thriller",40000000.0,26620002.0,Australia,2017.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3710,Easy A,2010-09-16,68.0,Comedy,8000000.0,76200721.0,Australia,2010.0,Oceania,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3712,Cube,2021-10-22,55.0,"Thriller, Mystery, Science Fiction, Horror",250000.0,8969065.0,Japan,2021.0,Asia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
3713,The Hustle,2019-05-09,62.0,"Comedy, Crime",21000000.0,97389568.0,Australia,2019.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3714,Zoolander,2001-11-01,62.0,Comedy,28000000.0,60780981.0,Australia,2001.0,Oceania,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3716,Z-O-M-B-I-E-S,2018-02-16,73.0,"Music, Fantasy, Comedy, Romance, Tv Movie",141000000.0,784656457.6,United States of America,2018.0,North America,2.0,2.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3719,Gattaca,1997-11-06,75.0,"Thriller, Science Fiction, Mystery, Romance",36000000.0,12532777.0,Australia,1997.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
3724,From Hell,2002-02-14,67.0,"Horror, Mystery, Thriller",35000000.0,68712365.0,Australia,2002.0,Oceania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3727,Don Jon,2013-09-26,60.0,"Romance, Comedy, Drama",5500000.0,41268579.0,Australia,2013.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3729,Some Like It Hot,1959-10-15,81.0,"Comedy, Music, Romance, Crime",2883848.0,25000000.0,Australia,1959.0,Oceania,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3730,In The Mood For Love,2001-03-29,81.0,"Drama, Romance",150000.0,12854953.0,Australia,2001.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3731,Legends Of The Fall,1994-12-16,74.0,"Adventure, Drama, Romance, War, Western",30000000.0,160502573.0,United States of America,1994.0,North America,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
3734,Argo,2012-10-24,73.0,"Drama, Thriller",44500000.0,227140757.0,Australia,2012.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3741,Monster,2004-03-25,73.0,"Crime, Drama",5000000.0,64200321.0,Australia,2004.0,Oceania,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3743,Diary Of A Wimpy Kid: The Long Haul,2017-05-19,53.0,"Comedy, Family",22000000.0,35609577.0,United States of America,2017.0,North America,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3749,The Lover,1992-01-22,70.0,"Drama, Romance",26814012.8,5013090.0,France,1992.0,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3755,Strange Magic,2015-01-23,71.0,"Music, Animation, Family, Fantasy",30672739.2,13603453.0,United States of America,2015.0,North America,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3756,Rampage,2010-06-01,60.0,"Action, Crime, Thriller",120000000.0,427947217.0,Canada,2010.0,North America,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3761,Groundhog Day,1993-02-25,76.0,"Romance, Fantasy, Drama, Comedy",14600000.0,71112677.0,Australia,1993.0,Oceania,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
3762,Children Of The Corn,2023-03-03,55.0,"Horror, Thriller",800000.0,2119530.2,United States of America,2023.0,North America,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3764,The Blues Brothers,1980-10-10,77.0,"Music, Comedy, Action, Crime",27000000.0,57245093.0,Australia,1980.0,Oceania,2.0,2.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0
3767,Due Date,2010-11-25,63.0,"Comedy, Drama",65000000.0,211739043.0,Australia,2010.0,Oceania,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3771,Crash,1997-01-30,65.0,Drama,10000000.0,3412380.0,Australia,1997.0,Oceania,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0
3772,Crash,1997-01-30,65.0,Drama,7303082.0,101173038.0,Australia,1997.0,Oceania,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0
3773,Upgrade,2018-06-14,75.0,"Action, Thriller, Science Fiction",3000000.0,16976561.0,Australia,2018.0,Oceania,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
3776,Beethoven,1992-04-09,58.0,"Family, Comedy",9100168.6,147214049.0,Australia,1992.0,Oceania,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3778,Crazy Rich Asians,2018-12-05,71.0,"Comedy, Drama, Romance",30000000.0,237814149.0,Australia,2018.0,Oceania,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3782,Ender'S Game,2013-12-05,66.0,"Science Fiction, Action, Adventure",110000000.0,127983283.0,Australia,2013.0,Oceania,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
3790,All Dogs Go To Heaven,1989-11-17,67.0,"Drama, Animation, Family, Comedy, Fantasy",13800000.0,27100027.0,United States of America,1989.0,North America,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
3797,Twister,1996-05-30,65.0,"Action, Adventure, Drama",88000000.0,495700000.0,Australia,1996.0,Oceania,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3798,The 13Th Warrior,1999-09-03,67.0,"Adventure, History, Action",125000000.0,61698899.0,Australia,1999.0,Oceania,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3803,The Commuter,2018-01-18,63.0,"Action, Thriller, Mystery",40000000.0,118509836.0,Australia,2018.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3812,Thirteen,2003-08-20,66.0,Drama,2000000.0,9505996.0,United States of America,2003.0,North America,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3819,Bridget Jones'S Diary,2001-07-26,68.0,"Comedy, Romance, Drama",25000000.0,277902373.0,Australia,2001.0,Oceania,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3821,Ken Park,2002-08-31,58.0,Drama,1300000.0,447741.0,United States of America,2002.0,North America,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3825,16 Wishes,2010-06-25,63.0,"Fantasy, Drama, Family",72400000.0,574309570.2,United States of America,2010.0,North America,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3829,The Time Machine,2002-04-03,62.0,"Science Fiction, Adventure, Action",80000000.0,98983590.0,Australia,2002.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
3839,Erin Brockovich,2000-04-13,74.0,Drama,50000000.0,257805243.0,Australia,2000.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3843,The Place Beyond The Pines,2013-03-14,70.0,"Drama, Crime",15000000.0,47011449.0,Australia,2013.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3845,Legend Of The Guardians: The Owls Of Ga'Hoole,2010-09-24,68.0,"Animation, Adventure, Family, Fantasy",100000000.0,139716717.0,Australia,2010.0,Oceania,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
3849,The Ugly Truth,2009-08-06,65.0,"Comedy, Romance",38000000.0,205298907.0,Australia,2009.0,Oceania,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3850,12 Rounds,2009-03-19,59.0,"Action, Thriller, Crime",20000000.0,17306648.0,Australia,2009.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3858,Hitch,2005-03-05,66.0,"Comedy, Drama, Romance",55000000.0,366784257.0,Australia,2005.0,Oceania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3868,The Devil All The Time,2020-09-16,72.0,"Crime, Drama, Thriller",138900000.0,187962823.0,Australia,2020.0,Oceania,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
3870,Spy,2015-05-21,68.0,"Action, Comedy, Crime",65000000.0,235666219.0,Australia,2015.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3874,Mystic River,2003-10-29,77.0,"Thriller, Crime, Drama, Mystery",30000000.0,156822020.0,Australia,2003.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
3875,Mrs. Doubtfire,1994-01-24,72.0,"Comedy, Drama, Family",25000000.0,441286003.0,Australia,1994.0,Oceania,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
3879,Fracture,2007-08-02,73.0,Thriller,10000000.0,91354215.0,Australia,2007.0,Oceania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3889,The Breakfast Club,1985-08-01,78.0,"Comedy, Drama",1000000.0,51525171.0,Australia,1985.0,Oceania,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
