,movie_name,release_date,score,genre,budget,revenue,country,release_year,continent,ENFJ,ENFP,ENTJ,ENTP,ESFJ,ESFP,ESTJ,ESTP,INFJ,INFP,INTJ,INTP,ISFJ,ISFP,ISTJ,ISTP
336,The Little Mermaid,1990-07-05,73.0,"Animation, Family, Fantasy",40000000.0,211343479.0,Australia,1990.0,Oceania,0.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,3.0
339,Sonic The Hedgehog,2020-02-13,74.0,"Action, Science Fiction, Comedy, Family",85000000.0,319715683.0,Australia,2020.0,Oceania,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
344,The Princess And The Frog,2010-01-10,72.0,"Romance, Family, Animation",105000000.0,270997378.0,Australia,2010.0,Oceania,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
349,Zootopia,2016-03-17,77.0,"Animation, Adventure, Family, Comedy",150000000.0,1002462578.0,Australia,2016.0,Oceania,1.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0
352,Free Guy,2021-09-09,76.0,"Comedy, Adventure, Science Fiction",110000000.0,331526598.0,Australia,2021.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
356,The Conjuring,2013-07-18,75.0,"Horror, Thriller",20000000.0,316849722.0,Australia,2013.0,Oceania,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
374,Noah,2014-03-27,56.0,"Drama, Adventure",130000000.0,352831065.0,Australia,2014.0,Oceania,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
379,Scream,1997-02-13,74.0,"Crime, Horror, Mystery",24000000.0,138874789.0,Australia,1997.0,Oceania,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
380,Scream,1997-02-13,74.0,"Crime, Horror, Mystery",15000000.0,173046640.0,Australia,1997.0,Oceania,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
383,Ratatouille,2007-09-06,78.0,"Animation, Comedy, Family, Fantasy",150000000.0,626549695.0,Australia,2007.0,Oceania,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0
385,Raya And The Last Dragon,2021-03-04,79.0,"Animation, Family, Fantasy, Action, Adventure",100000000.0,130423032.0,Australia,2021.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,Deadpool,2016-02-11,76.0,"Action, Adventure, Comedy",58000000.0,781947691.0,Australia,2016.0,Oceania,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0
389,The Good Dinosaur,2016-01-01,68.0,"Adventure, Animation, Family",187500000.0,333771037.0,Australia,2016.0,Oceania,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Real Steel,2011-09-28,70.0,"Action, Science Fiction, Drama",110000000.0,263880341.0,Australia,2011.0,Oceania,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
396,Pinocchio,2022-09-08,65.0,"Fantasy, Adventure, Family",45000000.0,31681811.0,Australia,2022.0,Oceania,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
397,Pinocchio,2022-09-08,65.0,"Fantasy, Adventure, Family",13200000.0,30360375.0,Australia,2022.0,Oceania,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
398,Pinocchio,2022-09-08,65.0,"Fantasy, Adventure, Family",2289247.0,84300000.0,Australia,2022.0,Oceania,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
401,Cars,2006-06-08,69.0,"Animation, Adventure, Comedy, Family",70000000.0,461630558.0,Australia,2006.0,Oceania,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0
416,The Godfather,1972-11-02,87.0,"Drama, Crime",7000000.0,270007394.0,Australia,1972.0,Oceania,2.0,0.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,0.0,2.0,3.0,2.0,2.0
417,Mulan,1998-09-03,79.0,"Animation, Family, Adventure",200000000.0,69973540.0,Australia,1998.0,Oceania,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0
418,Mulan,1998-09-03,79.0,"Animation, Family, Adventure",90000000.0,303500000.0,Australia,1998.0,Oceania,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0
420,Big Hero 6,2014-12-25,77.0,"Adventure, Family, Animation, Action, Comedy",165000000.0,647263005.0,Australia,2014.0,Oceania,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
425,Inside Out,2015-06-09,79.0,"Animation, Family, Adventure, Drama, Comedy",175000000.0,850566343.0,Australia,2015.0,Oceania,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
427,Fury,2014-10-23,75.0,"War, Drama, Action",80000000.0,210315681.0,Australia,2014.0,Oceania,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
439,Terrifier,2016-03-15,66.0,"Horror, Thriller",35000.0,0.0,United States of America,2016.0,North America,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,The Amazing Spider-Man,2012-07-03,67.0,"Action, Adventure, Fantasy",220000000.0,757890267.0,Australia,2012.0,Oceania,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0
442,Evil Dead,2013-05-01,65.0,Horror,17000000.0,99010045.0,Australia,2013.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
449,Twilight,2008-12-11,63.0,"Fantasy, Drama, Romance",37000000.0,402278564.0,Australia,2008.0,Oceania,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0
450,Twilight,2008-12-11,63.0,"Fantasy, Drama, Romance",20000000.0,15055091.0,Australia,2008.0,Oceania,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0
454,World War Z,2013-06-20,68.0,"Action, Drama, Horror, Science Fiction, Thriller",190000000.0,531861650.0,Australia,2013.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
455,Charlie And The Chocolate Factory,2005-09-01,70.0,"Adventure, Comedy, Family, Fantasy",150000000.0,475825484.0,Australia,2005.0,Oceania,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0
459,Hellraiser,2022-10-08,64.0,"Horror, Mystery",1000000.0,14575148.0,Australia,2022.0,Oceania,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
460,Pacific Rim,2013-07-11,69.0,"Action, Science Fiction, Adventure",190000000.0,411002906.0,Australia,2013.0,Oceania,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
462,After,2019-07-04,72.0,"Romance, Drama",14000000.0,57926850.0,Australia,2019.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
463,After,2019-07-04,72.0,"Romance, Drama",650000.0,0.0,Australia,2019.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
469,The Emperor'S New Groove,2001-04-05,75.0,"Adventure, Animation, Comedy, Family, Fantasy",100000000.0,169630573.0,Australia,2001.0,Oceania,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
471,The Lion King,2019-07-17,71.0,"Adventure, Drama, Family",260000000.0,1647733638.0,Australia,2019.0,Oceania,2.0,0.0,2.0,3.0,4.0,7.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0
472,The Lion King,2019-07-17,71.0,"Adventure, Drama, Family",79300000.0,986193783.0,Australia,2019.0,Oceania,2.0,0.0,2.0,3.0,4.0,7.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0
474,The Nun,2018-09-06,59.0,"Horror, Mystery, Thriller",22000000.0,363391647.0,Australia,2018.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
478,The Parent Trap,1998-07-29,71.0,"Comedy, Family",15000000.0,92108518.0,United States of America,1998.0,North America,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
485,Inception,2010-07-22,84.0,"Action, Science Fiction, Adventure",160000000.0,728537960.0,Australia,2010.0,Oceania,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0
486,Frozen,2013-12-26,72.0,"Animation, Family, Adventure, Fantasy",150000000.0,1256887580.0,Australia,2013.0,Oceania,3.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0
489,Top Gun,1986-06-20,70.0,"Romance, Drama, Action",15000000.0,357469522.0,Australia,1986.0,Oceania,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,The Prince Of Egypt,1998-12-26,72.0,"Adventure, Animation, Drama, Family",60000000.0,218613188.0,Australia,1998.0,Oceania,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
494,Cinderella,1950-10-13,70.0,"Family, Fantasy, Animation, Romance",95000000.0,542351353.0,Australia,1950.0,Oceania,1.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
495,Cinderella,1950-10-13,70.0,"Family, Fantasy, Animation, Romance",2900000.0,263591415.0,Australia,1950.0,Oceania,1.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
500,Black Widow,2021-07-08,74.0,"Action, Adventure, Science Fiction",200000000.0,379751131.0,Australia,2021.0,Oceania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
504,Finding Nemo,2003-08-28,78.0,"Animation, Family",94000000.0,936094852.0,Australia,2003.0,Oceania,2.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
505,Ben-Hur,2016-08-25,57.0,"Action, History, Adventure, Drama",95000000.0,91669648.0,Australia,2016.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,Ben-Hur,2016-08-25,57.0,"Action, History, Adventure, Drama",15000000.0,73259017.0,Australia,2016.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,The Call Of The Wild,2020-02-20,76.0,"Adventure, Family, Drama",125000000.0,107351191.0,Australia,2020.0,Oceania,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
523,Dune,2021-12-02,78.0,"Science Fiction, Adventure",165000000.0,391774790.0,Australia,2021.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0
524,Dune,2021-12-02,78.0,"Science Fiction, Adventure",45000000.0,27503491.0,Australia,2021.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0
526,Up,2009-09-03,79.0,"Animation, Comedy, Family, Adventure",175000000.0,731463377.0,Australia,2009.0,Oceania,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
536,Grown Ups,2010-06-24,64.0,Comedy,75000000.0,272222420.0,Australia,2010.0,Oceania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,Hidden Figures,2017-02-16,81.0,"Drama, History",25000000.0,230677636.0,Australia,2017.0,Oceania,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
540,Corpus Christi,2019-09-18,77.0,Drama,1300000.0,10951283.0,Poland,2019.0,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
564,The Exorcist,2001-03-22,77.0,Horror,12000000.0,428214478.0,Australia,2001.0,Oceania,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,I Am Legend,2008-01-03,72.0,"Drama, Science Fiction, Thriller",150000000.0,585410052.0,Australia,2008.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
582,Soul,2020-12-25,82.0,"Animation, Family, Comedy, Fantasy, Drama",150000000.0,136384442.0,Australia,2020.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
590,Scary Movie,2000-08-31,63.0,Comedy,19000000.0,277200000.0,Australia,2000.0,Oceania,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
595,Trolls World Tour,2020-09-10,74.0,"Family, Animation, Comedy, Fantasy, Adventure, Music",17622000.0,47000000.0,Australia,2020.0,Oceania,4.0,3.0,0.0,3.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0
597,Prometheus,2012-06-07,65.0,"Science Fiction, Adventure, Mystery",125000000.0,402448265.0,Australia,2012.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
599,The Green Mile,2000-02-10,85.0,"Fantasy, Drama, Crime",60000000.0,290701374.0,Australia,2000.0,Oceania,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0
601,Mulan,2020-09-04,69.0,"Adventure, Fantasy, Drama, Action",200000000.0,69973540.0,Australia,2020.0,Oceania,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0
602,Mulan,2020-09-04,69.0,"Adventure, Fantasy, Drama, Action",90000000.0,303500000.0,Australia,2020.0,Oceania,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0
607,Joker,2019-10-03,82.0,"Crime, Thriller, Drama",55000000.0,1069121583.0,Australia,2019.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0
610,Constantine,2005-02-24,70.0,"Fantasy, Action, Horror",75000000.0,221593554.0,Australia,2005.0,Oceania,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
613,Gifted,2017-08-10,81.0,"Drama, Comedy",7000000.0,36964656.0,Australia,2017.0,Oceania,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,Kung Fu Panda,2008-06-26,72.0,"Action, Adventure, Animation, Family, Comedy",130000000.0,631910531.0,Australia,2008.0,Oceania,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
618,The Man From Earth,2008-09-16,76.0,"Science Fiction, Drama",200000.0,58992776.8,Australia,2008.0,Oceania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
625,Venom,2018-09-28,68.0,"Science Fiction, Action",116000000.0,856081053.0,Australia,2018.0,Oceania,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
626,Venom,2018-09-28,68.0,"Science Fiction, Action",25000000.0,881745.0,Australia,2018.0,Oceania,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
627,Catch Me If You Can,2003-01-09,80.0,"Drama, Crime",52000000.0,352114312.0,Australia,2003.0,Oceania,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
635,Extraction,2020-04-24,73.0,"Drama, Action, Thriller",65000000.0,0.0,Australia,2020.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
637,Alita: Battle Angel,2019-02-14,72.0,"Action, Science Fiction, Adventure",170000000.0,401900040.0,Australia,2019.0,Oceania,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
638,Brave,2012-06-21,70.0,"Animation, Adventure, Comedy, Family, Action, Fantasy",185000000.0,554606532.0,Australia,2012.0,Oceania,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
639,Monsters University,2013-07-11,70.0,"Animation, Family",200000000.0,743455810.0,Australia,2013.0,Oceania,0.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
641,Snow White And The Seven Dwarfs,1938-06-02,71.0,"Fantasy, Animation, Family",1488000.0,184925486.0,Australia,1938.0,Oceania,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0
643,Teenage Mutant Ninja Turtles,2014-09-11,59.0,"Science Fiction, Action, Adventure, Comedy",125000000.0,485004754.0,Australia,2014.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
644,Teenage Mutant Ninja Turtles,2014-09-11,59.0,"Science Fiction, Action, Adventure, Comedy",13500000.0,202000000.0,Australia,2014.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
654,2012,2009-10-23,58.0,"Action, Adventure, Science Fiction",200000000.0,757677748.0,Australia,2009.0,Oceania,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
655,White Chicks,2004-12-30,69.0,"Comedy, Crime",20000000.0,111448997.0,Australia,2004.0,Oceania,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
658,Star Wars,1977-10-26,82.0,"Adventure, Action, Science Fiction",11000000.0,775398007.0,Australia,1977.0,Oceania,5.0,3.0,9.0,4.0,4.0,8.0,21.0,18.0,14.0,4.0,4.0,7.0,20.0,12.0,30.0,14.0
660,American Sniper,2015-01-22,74.0,"War, Action",58000000.0,547326372.0,Australia,2015.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
666,Meet Joe Black,1999-03-11,73.0,"Fantasy, Drama, Romance",85000000.0,44650003.0,Australia,1999.0,Oceania,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
668,Scarface,1984-02-01,82.0,"Action, Crime, Drama",25000000.0,44942821.0,Australia,1984.0,Oceania,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,5.0
669,Train To Busan,2016-07-29,78.0,"Horror, Thriller, Adventure, Action",8500000.0,87547518.0,Australia,2016.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0
671,The Shawshank Redemption,1995-02-16,87.0,"Drama, Crime",25000000.0,28419159.0,Australia,1995.0,Oceania,0.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,8.0,2.0,10.0,4.0
672,Beauty And The Beast,1992-06-11,77.0,"Romance, Family, Animation, Fantasy",160000000.0,1268697483.0,Australia,1992.0,Oceania,1.0,2.0,0.0,0.0,2.0,6.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,0.0
673,Beauty And The Beast,1992-06-11,77.0,"Romance, Family, Animation, Fantasy",20000000.0,438656843.0,Australia,1992.0,Oceania,1.0,2.0,0.0,0.0,2.0,6.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,0.0
678,A Monster Calls,2017-05-12,73.0,"Drama, Fantasy",43000000.0,46414530.0,Australia,2017.0,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
685,Life Is Beautiful,2006-05-06,85.0,"Comedy, Drama",20000000.0,230098753.0,Australia,2006.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
701,The Mummy,1999-06-24,69.0,"Adventure, Action, Fantasy",195000000.0,409953905.0,Australia,1999.0,Oceania,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0
702,The Mummy,1999-06-24,69.0,"Adventure, Action, Fantasy",80000000.0,416385488.0,Australia,1999.0,Oceania,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0
703,Scooby-Doo,2002-06-20,60.0,"Mystery, Adventure, Comedy",84000000.0,276294164.0,Australia,2002.0,Oceania,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
706,Spirit: Stallion Of The Cimarron,2002-05-24,77.0,"Western, Animation, Adventure, Comedy, Family, Drama",80000000.0,106515310.0,United States of America,2002.0,North America,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,Tarzan,1999-09-09,74.0,"Family, Adventure, Animation, Drama",145000000.0,448191819.0,Australia,1999.0,Oceania,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
712,Corpse Bride,2005-11-17,75.0,"Romance, Fantasy, Animation",30000000.0,114770654.0,Australia,2005.0,Oceania,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
715,Madagascar,2005-06-16,69.0,"Family, Animation, Adventure, Comedy",75000000.0,556559566.0,Australia,2005.0,Oceania,3.0,3.0,4.0,2.0,2.0,0.0,2.0,4.0,1.0,4.0,4.0,2.0,1.0,3.0,2.0,5.0
719,Maleficent,2014-05-29,71.0,"Fantasy, Adventure, Action, Family, Romance",180000000.0,758536735.0,Australia,2014.0,Oceania,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
724,Cinderella,2015-03-26,68.0,"Romance, Fantasy, Family, Drama",95000000.0,542351353.0,Australia,2015.0,Oceania,1.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
725,Cinderella,2015-03-26,68.0,"Romance, Fantasy, Family, Drama",2900000.0,263591415.0,Australia,2015.0,Oceania,1.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
726,Wreck-It Ralph,2012-12-26,73.0,"Family, Animation, Comedy, Adventure",165000000.0,496511521.0,Australia,2012.0,Oceania,0.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0
727,The Equalizer,2014-09-24,72.0,"Thriller, Action, Crime",55000000.0,192903624.0,Australia,2014.0,Oceania,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
728,1917,2020-01-09,80.0,"War, Drama, History",100000000.0,389140440.0,Australia,2020.0,Oceania,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
740,Host,2020-07-30,65.0,"Horror, Thriller, Mystery",35000.0,436536.0,United States of America,2020.0,North America,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
742,Blended,2014-06-11,69.0,"Comedy, Romance",45000000.0,127990741.0,Australia,2014.0,Oceania,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
747,The Meg,2018-08-16,62.0,"Action, Science Fiction, Horror",178000000.0,527267828.0,Australia,2018.0,Oceania,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
754,Parasite,2019-06-17,85.0,"Comedy, Thriller, Drama",11363000.0,257591776.0,Australia,2019.0,Oceania,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0
764,Wall·E,2008-09-18,81.0,"Animation, Family, Science Fiction",180000000.0,521311860.0,Australia,2008.0,Oceania,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
